station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,ensoleillement,temperature_sol,temps_omm,source,radiations,neige_au_sol,nebulosite,raw_msg
07255,2004-01-01 00:00:00,0.4,1023.2,-2.4,96,-0.2,,3.704,11.112,,300,,,,,,,,,,,og-post,,,,AAXX 01004 07255 36/// /3002 10004 21002 30023 40232 58024 333 90710 91106=
07255,2004-01-01 01:00:00,-0.2,1022.6,-2.5,96,-0.8,,3.704,7.408,,300,,,,,,,,,,,og-post,,,,AAXX 01014 07255 36/// /3002 11002 21008 30017 40226 56025 333 90710 91104=
07255,2004-01-01 02:00:00,-0.8,1022.3,-2.2,97,-1.2,,3.704,7.408,,260,,,,,,,,,,,og-post,,,,AAXX 01024 07255 36/// /2602 11008 21012 30013 40223 56022 333 90710 91104=
07255,2004-01-01 03:00:00,-0.6,1021.5,-1.7,98,-0.9,,3.704,11.112,,280,,,,,,,,,,,og-post,,,,AAXX 01034 07255 36/// /2802 11006 21009 30006 40215 58017 333 90710 91106=
07255,2004-01-01 04:00:00,-1.4,1020,-2.7,99,-1.5,,3.704,7.408,,170,,,,,,,,,,,og-post,,,,AAXX 01044 07255 36/// /1702 11014 21015 39990 40200 58027 333 90710 91104=
07255,2004-01-01 05:00:00,-1.4,1018.8,-3.4,99,-1.5,300,7.408,11.112,,180,,,,,,,,,,49,og-post,,,,AAXX 01054 07255 31/03 91804 11014 21015 39979 40188 58034 74942 333 90710 91106=
07255,2004-01-01 06:00:00,-1.4,1018.1,-3.4,99,-1.5,400,7.408,11.112,,150,-1.6,0.6,,,,,0,6.6,-4,49,og-post,,,,AAXX 01064 07255 31/04 91504 11014 21015 39972 40181 56034 74942 333 10006 21016 34104 55066 70000 90710 91106=
07255,2004-01-01 07:00:00,-1.5,1017.7,-2.2,99,-1.6,700,3.704,7.408,,130,,,,,,,,,,49,og-post,,,,AAXX 01074 07255 31/07 91302 11015 21016 39968 40177 56022 74944 333 90710 91104=
07255,2004-01-01 08:00:00,-1.3,1015.8,-3,99,-1.4,2500,11.112,14.816,,160,,,,,,,,,,28,og-post,,,,AAXX 01084 07255 31825 81606 11013 21014 39949 40158 58030 72842 8807/ 333 88358 90710 91108=
07255,2004-01-01 09:00:00,-1,1015.4,-2.6,99,-1.1,4500,3.704,18.52,,190,,,,,,,,,,10,og-post,,,,AAXX 01094 07255 31845 81902 11010 21011 39946 40154 56026 71042 8807/ 333 88358 90710 91110=
07255,2004-01-01 10:00:00,-0.9,1015.3,-2.3,99,-1,2000,,3.704,,,,,,,,,,,,71,og-post,,,,AAXX 01104 07255 21820 80000 11009 21010 39945 40153 56023 77172 88020 333 69905 88458 90710 91102=
07255,2004-01-01 11:00:00,-0.6,1014,-1.7,99,-0.7,2000,3.704,7.408,,150,,,1,,,,,,,71,og-post,,,,AAXX 01114 07255 21820 81502 11006 21007 39932 40140 58017 77177 88020 333 60015 88458 90710 91104=
07255,2004-01-01 12:00:00,-0.6,1013,-2.4,99,-0.7,1200,7.408,11.112,,150,,,,2,2,,,,,71,og-post,,4,,AAXX 01124 07255 01412 81504 11006 21007 39922 40130 58024 60021 77174 877// 333 60027 43004 87710 90710 91106 93104=
07255,2004-01-01 13:00:00,-0.3,1011.6,-3.6,99,-0.4,1800,11.112,14.816,,150,,,0.8,,,,,,,71,og-post,,,,AAXX 01134 07255 21418 81506 11003 21004 39909 40116 57036 77177 877// 333 69985 87710 90710 91108 93104=
07255,2004-01-01 14:00:00,-0.1,1010.7,-3.2,99,-0.2,2000,11.112,18.52,,170,,,0.2,,,,,,,71,og-post,,,,AAXX 01144 07255 21420 81706 11001 21002 39900 40107 56032 77177 877// 333 69925 87710 90710 91110 93104=
07255,2004-01-01 15:00:00,0.2,1010.1,-2.7,99,0.1,2500,14.816,22.224,,190,,,,1,,,,,,71,og-post,,4,,AAXX 01154 07255 21425 81908 10002 20001 39895 40101 56027 77177 877// 333 60017 43004 87710 90710 91112 93101=
07255,2004-01-01 16:00:00,0.2,1009.6,-1.9,99,0.1,3500,11.112,14.816,,190,,,,,,,,,,70,og-post,,,,AAXX 01164 07255 21435 81906 10002 20001 39890 40096 56019 77077 877// 333 69905 87710 90710 91108 93101=
07255,2004-01-01 17:00:00,0.2,1009.5,-1.1,99,0.1,,11.112,18.52,,200,,,,,,,,,,,og-post,,,,AAXX 01174 07255 26/// /2006 10002 20001 39889 40095 56011 333 69905 90710 91110=
07255,2004-01-01 18:00:00,0.2,1009.9,-0.2,99,0.1,,7.408,14.816,,230,-1.5,0.3,,0.8,,4,,,,,og-post,,,,AAXX 01184 07255 06/// /2304 10002 20001 39893 40099 55002 60042 333 10003 21015 69987 90710 91108=
07255,2004-01-01 19:00:00,0.3,1010,0.4,99,0.2,,7.408,14.816,,260,,,0.4,,,,,,,,og-post,,,,AAXX 01194 07255 26/// /2604 10003 20002 39894 40100 53004 333 69945 90710 91108=
07255,2004-01-01 20:00:00,0.7,1009.9,0.4,99,0.6,,11.112,18.52,,270,,,0.6,,,,,,,,og-post,,,,AAXX 01204 07255 26/// /2706 10007 20006 39893 40099 50004 333 69965 90710 91110=
07255,2004-01-01 21:00:00,1,1009.8,-0.1,99,0.9,,11.112,18.52,,280,,,,1,,,,,,,og-post,,,,AAXX 01214 07255 26/// /2806 10010 20009 39892 40098 58001 333 60017 90710 91110=
07255,2004-01-01 22:00:00,1.4,1009.8,-0.1,99,1.3,,7.408,18.52,,290,,,,,,,,,,,og-post,,,,AAXX 01224 07255 36/// /2904 10014 20013 39893 40098 55001 333 90710 91110=
07255,2004-01-01 23:00:00,2,1010.1,0.3,99,1.9,,7.408,22.224,,300,,,,,,,,,,,og-post,,,,AAXX 01234 07255 36/// /3004 10020 20019 39896 40101 53003 333 90710 91112=
