station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,ensoleillement,temperature_sol,temps_omm,source,radiations,neige_au_sol,nebulosite,raw_msg,uv,temperature_eau
VENTOUX,2016-01-01 01:00:00,0.3,,,,,,37.8,43.9,,336,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 02:00:00,0.1,,,,,,32,41.4,,326,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 03:00:00,-0.3,,,,,,28.1,38.9,,323,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 04:00:00,-0.4,,,,,,27.4,39.2,,333,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 05:00:00,-0.1,,,,,,21.2,28.4,,306,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 06:00:00,0.2,,,,,,24.8,29.5,,301,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 07:00:00,0.2,,,,,,25.9,31.7,,298,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 08:00:00,1.2,,,,,,23.4,29.2,,297,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 09:00:00,0.6,,,,,,9.7,16.9,,277,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 10:00:00,1.3,,,,,,10.4,18.3,,208,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 11:00:00,0.6,,,,,,12.2,23.8,,177,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 12:00:00,0.4,,,,,,25.2,37.1,,173,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 13:00:00,0.5,,,,,,25.9,36.7,,176,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 14:00:00,0.5,,,,,,25.2,38.2,,167,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 15:00:00,0.5,,,,,,29.9,42.5,,163,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 16:00:00,0.2,,,,,,36,49,,161,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 17:00:00,0.2,,,,,,13,35.3,,197,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 18:00:00,-0.2,,,,,,18.3,34.6,,171,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 19:00:00,0.4,,,,,,44.3,58,,160,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 20:00:00,0.2,,,,,,39.2,55.8,,168,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 21:00:00,0.1,,,,,,42.1,58.3,,154,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 22:00:00,0.7,,,,,,54,65.5,,155,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-01 23:00:00,0.5,,,,,,58.3,72.7,,156,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 01:00:00,0.6,,,,,,61.6,75.6,,156,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 02:00:00,0.9,,,,,,40,63,,155,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 03:00:00,1.6,,,,,,43.9,64.1,,171,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 04:00:00,1.2,,,,,,32.4,52.2,,176,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 05:00:00,1.5,,,,,,33.5,54.7,,173,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 06:00:00,1.3,,,,,,44.3,61.6,,170,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 07:00:00,1.7,,,,,,59,77.8,,175,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 08:00:00,1.7,,,,,,20.5,56.9,,187,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 09:00:00,1.3,,,,,,14.7,37.8,,208,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 10:00:00,1,,,,,,9.4,19.1,,287,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 11:00:00,-0.4,,,,,,49.3,58.3,,313,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 12:00:00,-0.1,,,,,,61.6,70.6,,331,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 13:00:00,-1.3,,,,,,59.8,72.7,,322,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 14:00:00,-1,,,,,,61.6,73.8,,336,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 15:00:00,-2.8,,,,,,79.9,105.1,,336,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 16:00:00,-3,,,,,,90.7,98.6,,333,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 17:00:00,-2.7,,,,,,,97.2,,,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 18:00:00,-2.7,,,,,,,82.4,,,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 19:00:00,-2.5,,,,,,82.4,94.3,,322,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 20:00:00,-3.8,,,,,,87.1,99,,329,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 21:00:00,-4.3,,,,,,88.2,102.2,,321,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 22:00:00,-4.6,,,,,,109.1,123.8,,333,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-02 23:00:00,-4.2,,,,,,100.4,109.4,,332,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-03 01:00:00,-4.4,,,,,,103,112.7,,341,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-03 02:00:00,-4.5,,,,,,99,107.6,,338,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-03 03:00:00,-5,,,,,,104.4,131,,342,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-03 04:00:00,-5.4,,,,,,101.9,114.1,,338,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-03 05:00:00,-5.9,,,,,,96.5,106.9,,338,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-03 06:00:00,-6.2,,,,,,81,97.9,,356,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-03 07:00:00,-6.2,,,,,,64.1,73.8,,359,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-03 08:00:00,-5.9,,,,,,59,66.2,,358,,,,,,,,,,,data,,,,,,
VENTOUX,2016-01-03 09:00:00,-6.1,,,,,,60.1,69.8,,330,,,,,,,,,,,data,,,,,,
