station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,ensoleillement,temperature_sol,temps_omm,source,radiations,neige_au_sol,nebulosite,raw_msg,uv,temperature_eau
VENTOUX,2022-01-01 00:00:00,11.4,,,,,,33.5,40,,338,10,10.7,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 01:00:00,11.2,,,,,,38.5,45.7,,335,10.6,11.5,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 02:00:00,11.6,,,,,,34.2,37.8,,333,11.1,11.4,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 03:00:00,11.3,,,,,,32,34.6,,327,11.3,11.6,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 04:00:00,11.9,,,,,,31.7,33.8,,303,11.2,11.6,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 05:00:00,12.2,,,,,,33.5,36.7,,298,11,11.9,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 06:00:00,11.9,,,,,,40,40.3,,296,11.9,12.3,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 07:00:00,11.8,,,,,,36.7,38.2,,298,11.8,12.3,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 08:00:00,12.2,,,,,,34.9,36.7,,303,11.7,12.1,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 09:00:00,11.9,,,,,,34.9,36.4,,299,11.6,12.2,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 10:00:00,12.5,,,,,,29.9,31.3,,305,11.6,12.2,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 11:00:00,13.2,,,,,,36,37.8,,314,11.7,12.5,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 12:00:00,13.8,,,,,,37.1,38.2,,318,12.4,13.2,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 13:00:00,14.8,,,,,,31,32.8,,320,13.2,13.9,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 14:00:00,12.3,,,,,,26.6,29.5,,303,13.8,14.9,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 15:00:00,11.8,,,,,,21.2,22.7,,307,12,15.2,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 16:00:00,12.1,,,,,,16.9,18.3,,303,11.7,12.4,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 17:00:00,12.3,,,,,,16.9,19.1,,304,11.5,12.2,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 18:00:00,12,,,,,,20.2,22,,285,10.7,12.3,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 19:00:00,11.2,,,,,,12.6,14,,309,10.9,12.7,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 20:00:00,11.7,,,,,,11.2,13.3,,279,11.2,12.3,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 21:00:00,11.6,,,,,,14,16.2,,271,11.3,12.1,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 22:00:00,11.6,,,,,,18.7,23.8,,272,11.6,11.8,,,,,,,,,,,,,,,
VENTOUX,2022-01-01 23:00:00,11.2,,,,,,16.2,18.7,,263,11.5,11.7,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 00:00:00,10.1,,,,,,22,24.1,,260,11.2,11.6,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 01:00:00,9.8,,,,,,20.9,24.1,,251,10.1,11.2,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 02:00:00,9.3,,,,,,22.7,25.9,,246,9.8,10.2,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 03:00:00,10.5,,,,,,23,24.5,,226,9.3,9.8,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 04:00:00,9.3,,,,,,31.7,35.6,,223,9.3,10.7,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 05:00:00,8.7,,,,,,43.2,46.8,,220,9.2,10.4,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 06:00:00,8.2,,,,,,47.9,51.8,,240,8.7,9.2,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 07:00:00,8.1,,,,,,45,51.8,,246,8.2,9.2,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 08:00:00,8.9,,,,,,37.1,42.1,,257,8.1,8.3,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 09:00:00,9.1,,,,,,34.2,39.2,,262,8,8.9,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 10:00:00,8.6,,,,,,36.7,43.9,,256,8.8,9.3,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 11:00:00,8.9,,,,,,37.1,41.8,,261,8.5,9.3,,,,,,,,,,,,,,,
VENTOUX,2022-01-02 12:00:00,8.2,,,,,,46.1,58.7,,270,8.6,9.3,,,,,,,,,,,,,,,
