station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,ensoleillement,temperature_sol,temps_omm,source,radiations,neige_au_sol,nebulosite,raw_msg,uv,temperature_eau
VENTOUX,2018-01-03 00:00:00,-1.3,,,,,,,56.5,,,-1.3,-1.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 01:00:00,2.1,,,,,,,0,,,2.1,2.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 02:00:00,2,,,,,,,0,,,2,2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 03:00:00,1.9,,,,,,,62.3,,,1.9,2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 04:00:00,2.2,,,,,,58.3,64.4,,309,1.6,2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 05:00:00,2.9,,,,,,67.7,75.2,,298,1.9,2.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 06:00:00,3.2,,,,,,,79.2,,,2.6,3.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 07:00:00,3.8,,,,,,,90.4,,,3.2,3.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 08:00:00,4.1,,,,,,,94.7,,,3.8,4.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 09:00:00,3.9,,,,,,,101.2,,,3.8,4.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 10:00:00,3.2,,,,,,,81.4,,,3.2,3.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 11:00:00,2.1,,,,,,,105.8,,,1.9,3.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 12:00:00,1.3,,,,,,,96.1,,,1.2,2.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 13:00:00,1,,,,,,,92.5,,,0.9,1.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 14:00:00,0.3,,,,,,,124.2,,,0.3,1,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 15:00:00,0.1,,,,,,,123.1,,,0,0.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 16:00:00,-0.2,,,,,,,119.2,,,-0.2,0.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 17:00:00,-0.4,,,,,,,109.4,,,-0.4,-0.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 18:00:00,-0.5,,,,,,,114.1,,,-0.5,-0.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 19:00:00,-0.5,,,,,,,60.5,,,-0.6,-0.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 20:00:00,-1.1,,,,,,,64.8,,,-1.1,-0.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 21:00:00,-1.4,,,,,,,64.1,,,-1.4,-1.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 22:00:00,-1.3,,,,,,,0,,,-1.4,-1.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-03 23:00:00,-1.3,,,,,,,0,,,-1.4,-1.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 00:00:00,2,,,,,,67.7,76.7,,303,1.6,2.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 01:00:00,-0.6,,,,,,,87.8,,,-1.4,-0.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 02:00:00,0.4,,,,,,,97.6,,,-0.5,0.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 03:00:00,1.2,,,,,,,94.7,,,0.4,1.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 04:00:00,2.3,,,,,,,108,,,1.1,2.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 05:00:00,3,,,,,,,111.6,,,2.1,3.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 06:00:00,3.4,,,,,,,97.9,,,2.9,3.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 07:00:00,3.5,,,,,,,81.7,,,3.3,3.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 08:00:00,3.5,,,,,,72.7,88.9,,299,3.3,3.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 09:00:00,3.7,,,,,,72.4,82.4,,300,3.4,3.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 10:00:00,3.5,,,,,,73.1,81,,304,3.5,3.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 11:00:00,3.3,,,,,,65.9,74.5,,307,3.3,3.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 12:00:00,2.9,,,,,,76,88.2,,300,2.8,3.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 13:00:00,2.5,,,,,,73.4,84.6,,312,2.5,2.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 14:00:00,1.7,,,,,,77,90.4,,315,1.6,2.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 15:00:00,1.6,,,,,,74.2,82.4,,318,1.5,1.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 16:00:00,1.8,,,,,,61.2,70.6,,312,1.6,1.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 17:00:00,2,,,,,,70.9,78.1,,306,1.7,2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 18:00:00,2,,,,,,,65.2,,,1.9,2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 19:00:00,2.1,,,,,,77.8,88.9,,300,2,2.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 20:00:00,1.4,,,,,,82.8,90.4,,316,1.2,2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 21:00:00,1.3,,,,,,81,91.4,,322,1.2,1.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 22:00:00,1.3,,,,,,72.7,78.1,,315,1.2,1.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-04 23:00:00,1.7,,,,,,72.7,85,,307,1.3,2.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 00:00:00,0.5,,,,,,61.6,78.1,,142,0.4,0.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 01:00:00,2.1,,,,,,65.5,74.2,,302,1.9,2.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 02:00:00,2.3,,,,,,68.4,74.9,,309,1.9,2.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 03:00:00,2,,,,,,70.2,79.6,,312,2,2.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 04:00:00,1.9,,,,,,70.6,76.7,,321,1.9,2,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 05:00:00,1.9,,,,,,,57.2,,,1.8,1.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 06:00:00,1.9,,,,,,46.1,51.8,,314,1.8,2,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 07:00:00,1.9,,,,,,41.4,44.6,,300,1.8,2,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 08:00:00,2.3,,,,,,36.4,39.2,,290,1.8,2.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 09:00:00,2.9,,,,,,27.7,32.4,,284,2.2,2.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 10:00:00,3.9,,,,,,22,28.4,,282,1.8,4,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 11:00:00,3.5,,,,,,10.4,20.2,,241,3.1,4.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 12:00:00,3.3,,,,,,10.8,21.6,,217,3.2,3.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 13:00:00,2.2,,,,,,24.8,32.4,,167,2.1,3.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 14:00:00,2.9,,,,,,18,30.6,,165,2.2,3.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 15:00:00,2.6,,,,,,23.8,31.3,,169,2.6,3,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 16:00:00,2.5,,,,,,10.1,14.7,,124,2.5,2.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 17:00:00,2.3,,,,,,13.7,20.5,,145,2.2,2.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 18:00:00,2.1,,,,,,27,32,,131,2.1,2.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 19:00:00,1.8,,,,,,22.3,26.6,,151,1.7,2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 20:00:00,1.6,,,,,,,40.3,,,1.3,1.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 21:00:00,0.4,,,,,,41.8,55.8,,112,0.4,1.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 22:00:00,0.2,,,,,,51.1,59.8,,123,-0.2,0.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-05 23:00:00,0.5,,,,,,61.2,74.2,,139,0.2,0.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 00:00:00,1.5,,,,,,,113.8,,,1,1.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 01:00:00,0.2,,,,,,,87.1,,,0.2,0.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 02:00:00,0,,,,,,,103.3,,,-0.1,0.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 03:00:00,0,,,,,,94.3,110.9,,143,-0.2,0.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 04:00:00,0.1,,,,,,94,106.9,,143,-0.1,0.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 05:00:00,0,,,,,,100.8,119.8,,144,-0.2,0.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 06:00:00,0,,,,,,94,108.4,,142,-0.1,0.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 07:00:00,0,,,,,,97.6,113.4,,148,-0.1,0.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 08:00:00,0,,,,,,,106.9,,,-0.1,0,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 09:00:00,0,,,,,,103,121.3,,140,-0.1,0.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 10:00:00,0.1,,,,,,102.6,116.2,,144,-0.1,0.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 11:00:00,0.3,,,,,,101.9,117.7,,141,0.1,0.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 12:00:00,0.6,,,,,,77.4,97.9,,148,0.3,0.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 13:00:00,0.7,,,,,,82.4,96.8,,144,0.4,0.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 14:00:00,0.6,,,,,,,97.6,,,0.4,0.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 15:00:00,0.6,,,,,,82.1,100.8,,139,0.4,0.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 16:00:00,0.5,,,,,,99,115.2,,134,0.3,0.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 17:00:00,0.3,,,,,,85.7,105.5,,130,0.3,0.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 18:00:00,0.1,,,,,,75.6,93.6,,119,0,0.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 19:00:00,-0.1,,,,,,75.6,89.3,,119,-0.2,0.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 20:00:00,-0.1,,,,,,,114.8,,,-0.3,0,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 21:00:00,-0.2,,,,,,,109.1,,,-0.5,-0.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 22:00:00,0.5,,,,,,,108.7,,,-0.3,0.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-06 23:00:00,1.1,,,,,,,108.7,,,0.4,1.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 00:00:00,2.2,,,,,,,93.6,,,1.7,2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 01:00:00,1.7,,,,,,,104.4,,,1.3,1.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 02:00:00,1.7,,,,,,,102.6,,,1.5,2.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 03:00:00,1.9,,,,,,,106.6,,,1.7,2.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 04:00:00,2,,,,,,,104.8,,,1.7,2,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 05:00:00,1.8,,,,,,,114.8,,,1.7,2,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 06:00:00,1.7,,,,,,,115.6,,,1.3,2,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 07:00:00,0.8,,,,,,,101.2,,,0.7,1.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 08:00:00,0.8,,,,,,,103,,,0.6,1.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 09:00:00,1,,,,,,,92.9,,,0.6,1.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 10:00:00,1.4,,,,,,,105.1,,,1.1,1.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 11:00:00,1.6,,,,,,,88.9,,,1.4,1.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 12:00:00,2,,,,,,,91.1,,,1.5,2.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 13:00:00,2.3,,,,,,,92.2,,,2,2.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 14:00:00,2.6,,,,,,,86,,,2.2,2.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 15:00:00,2.7,,,,,,,90.4,,,2.6,2.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 16:00:00,2.5,,,,,,,97.6,,,2.3,2.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 17:00:00,2.5,,,,,,,96.1,,,2.3,2.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 18:00:00,2.6,,,,,,,97.9,,,2.2,2.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 19:00:00,2.4,,,,,,,101.9,,,2.3,2.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 20:00:00,2.4,,,,,,,96.5,,,2.2,2.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 21:00:00,1.7,,,,,,73.8,89.3,,126,0.9,2.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 22:00:00,2,,,,,,,87.5,,,1.2,2.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-07 23:00:00,1.8,,,,,,,87.8,,,1.7,2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 00:00:00,-1.1,,,,,,96.8,112.3,,125,-1.8,-0.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 01:00:00,2.1,,,,,,,85.3,,,2.1,2.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 02:00:00,2,,,,,,,86.8,,,2,2.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 03:00:00,2.2,,,,,,,118.4,,,2,2.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 04:00:00,1.5,,,,,,,97.2,,,1.4,2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 05:00:00,0.9,,,,,,,88.9,,,0.8,1.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 06:00:00,0.5,,,,,,,114.5,,,0.4,1,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 07:00:00,0.5,,,,,,,102.2,,,0.3,0.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 08:00:00,0.7,,,,,,,110.5,,,0.4,0.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 09:00:00,0.9,,,,,,,96.8,,,0.6,1,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 10:00:00,1,,,,,,,126.4,,,0.9,1.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 11:00:00,1.8,,,,,,,101.9,,,1,1.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 12:00:00,0.7,,,,,,,120.6,,,0.6,1.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 13:00:00,0.3,,,,,,,117,,,0.3,0.7,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 14:00:00,-0.8,,,,,,,40,,,-1,0.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 15:00:00,-0.7,,,,,,39.6,61.2,,103,-1.6,-0.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 16:00:00,-0.7,,,,,,77.8,103.7,,113,-1.1,-0.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 17:00:00,-1.5,,,,,,90.7,116.6,,132,-1.5,-0.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 18:00:00,-1.2,,,,,,,60.1,,,-1.6,-0.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 19:00:00,-2.3,,,,,,,0,,,-2.3,-1.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 20:00:00,-2.5,,,,,,,62.3,,,-2.8,-2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 21:00:00,-2.5,,,,,,91.8,114.5,,156,-2.8,-2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 22:00:00,-1.7,,,,,,102.6,118,,125,-2.6,-2,,,,,,,,,,,,,,,
VENTOUX,2018-01-08 23:00:00,-0.8,,,,,,97.6,114.5,,123,-2.7,-1.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 00:00:00,-2.7,,,,,,47.2,75.2,,164,-2.9,-2.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 01:00:00,-1.5,,,,,,103.7,122.4,,121,-1.2,-0.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 02:00:00,-1.9,,,,,,82.1,96.8,,120,-1.6,-1.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 03:00:00,-2.3,,,,,,82.8,98.3,,105,-2,-1.5,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 04:00:00,-2.6,,,,,,72,87.5,,132,-2.3,-1.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 05:00:00,-2.8,,,,,,67,79.9,,138,-2.7,-2.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 06:00:00,-2.1,,,,,,77.8,92.5,,152,-2.9,-2.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 07:00:00,-1.3,,,,,,51.5,72,,171,-2.8,-2.1,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 08:00:00,-1.8,,,,,,54.7,67,,178,-2.1,-1.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 09:00:00,-2.4,,,,,,68.8,85.7,,177,-1.9,-1.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 10:00:00,-2.5,,,,,,59,73.1,,184,-2.4,-1.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 11:00:00,-2,,,,,,46.1,76.3,,179,-2.7,-2.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 12:00:00,-3.3,,,,,,60.5,75.6,,161,-2.5,-2,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 13:00:00,-2,,,,,,71.3,87.8,,169,-3.8,-1.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 14:00:00,-1.9,,,,,,,83.2,,,-4.3,-2,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 15:00:00,-2.8,,,,,,51.5,80.6,,154,-2.1,-1.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 16:00:00,-3.5,,,,,,58.3,77.8,,149,-2.8,-1.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 17:00:00,-4.1,,,,,,,65.2,,,-3.6,-2.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 18:00:00,-3.3,,,,,,,87.5,,,-4.1,-3.4,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 19:00:00,-3.3,,,,,,,86,,,-4.2,-3.3,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 20:00:00,-2.8,,,,,,,90,,,-3.3,-3.2,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 21:00:00,-2.6,,,,,,52.6,96.8,,165,-3.4,-2.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 22:00:00,-2.8,,,,,,72.7,92.9,,158,-2.9,-2.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-09 23:00:00,-2.6,,,,,,50.8,82.8,,160,-2.9,-2.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-10 00:00:00,-3.2,,,,,,11.5,18,,288,-3.3,-2.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-10 01:00:00,-2.8,,,,,,,93.2,,,-2.9,-2.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-10 02:00:00,-3.1,,,,,,,63,,,-2.9,-2.6,,,,,,,,,,,,,,,
VENTOUX,2018-01-10 03:00:00,-2.8,,,,,,76,92.2,,162,-3.1,-2.9,,,,,,,,,,,,,,,
VENTOUX,2018-01-10 04:00:00,-3.1,,,,,,72.7,83.5,,163,-3,-2.8,,,,,,,,,,,,,,,
VENTOUX,2018-01-10 05:00:00,-4.2,,,,,,,0,,,-3.2,-2.8,,,,,,,,,,,,,,,
