station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,ensoleillement,temperature_sol,temps_omm,source,radiations,neige_au_sol,nebulosite,raw_msg,uv,temperature_eau
VENTOUX,2023-05-07 09:00:00,7.5,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 10:00:00,7.2,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 11:00:00,8.6,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 12:00:00,8.6,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 13:00:00,10.5,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 14:00:00,10.1,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 15:00:00,6.6,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 16:00:00,6,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 17:00:00,9.3,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 18:00:00,6.6,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 19:00:00,5.9,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 20:00:00,5.3,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 21:00:00,5.2,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 22:00:00,4.2,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-07 23:00:00,3.6,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 00:00:00,3.4,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 01:00:00,3.5,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 02:00:00,3.7,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 03:00:00,3.8,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 04:00:00,3.8,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 05:00:00,4,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 06:00:00,4.2,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 07:00:00,4.5,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 08:00:00,5.1,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 09:00:00,6.1,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 10:00:00,7,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 11:00:00,8.3,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 12:00:00,10.4,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 13:00:00,10.8,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 14:00:00,11.2,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 15:00:00,10.2,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 16:00:00,10,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 17:00:00,9,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 18:00:00,9.8,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 19:00:00,9.2,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 20:00:00,9.2,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 21:00:00,9,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-05-08 22:00:00,9,,,,,,,,,,,,,,,,,,,,data,,,,,,
VENTOUX,2023-01-01 00:00:00,2.4,,,,,,90.4,105.1,,142,2.4,2.8,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 01:00:00,1.9,,,,,,100.4,119.5,,142,1.8,2.4,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 02:00:00,1.8,,,,,,93.6,113,,142,1.7,2,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 03:00:00,1.8,,,,,,91.1,106.9,,140,1.7,2,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 04:00:00,1.8,,,,,,88.2,109.8,,144,1.7,2.8,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 05:00:00,1.8,,,,,,83.2,99.7,,140,1.5,1.8,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 06:00:00,2,,,,,,63,88.9,,136,1.8,2,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 07:00:00,2,,,,,,67.7,89.3,,132,1.9,2.1,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 08:00:00,2,,,,,,71.6,88.2,,131,1.8,2.2,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 09:00:00,2,,,,,,73.4,91.1,,133,1.8,2.2,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 10:00:00,2.3,,,,,,77.4,91.8,,134,1.9,2.4,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 11:00:00,2.5,,,,,,76.3,98.6,,136,2.2,2.7,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 12:00:00,2.4,,,,,,67.3,93.2,,143,2.3,2.6,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 13:00:00,2.4,,,,,,74.2,87.8,,143,2.2,2.8,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 14:00:00,2.4,,,,,,71.3,88.2,,143,2.2,2.9,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 15:00:00,2.1,,,,,,67.3,86,,140,2,2.7,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 16:00:00,1.8,,,,,,70.9,88.2,,139,1.6,2.2,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 17:00:00,1.4,,,,,,67.7,90,,140,1.3,2,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 18:00:00,1.3,,,,,,72,86.4,,142,1,1.7,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 19:00:00,2.5,,,,,,82.1,100.1,,143,1.3,2.9,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 20:00:00,2.1,,,,,,81.4,94.7,,141,2,2.8,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 21:00:00,2.1,,,,,,75.6,95.8,,141,1.9,2.6,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 22:00:00,1.9,,,,,,83.9,101.5,,141,1.8,2.5,,,,,,,,,,,,,,,
VENTOUX,2023-01-01 23:00:00,1.8,,,,,,84.6,99,,141,1.5,2.1,,,,,,,,,,,,,,,
VENTOUX,2023-01-02 00:00:00,1.5,,,,,,82.8,100.1,,142,1.4,2,,,,,,,,,,,,,,,
VENTOUX,2023-01-02 01:00:00,1.8,,,,,,77.4,97.2,,141,1.4,1.9,,,,,,,,,,,,,,,
VENTOUX,2023-01-02 02:00:00,1.6,,,,,,77.8,98.6,,141,1.4,1.9,,,,,,,,,,,,,,,
VENTOUX,2023-01-02 03:00:00,1.3,,,,,,81.7,98.6,,142,1.1,1.7,,,,,,,,,,,,,,,
VENTOUX,2023-01-02 04:00:00,1,,,,,,82.4,100.1,,142,0.8,1.5,,,,,,,,,,,,,,,
VENTOUX,2023-01-02 05:00:00,0.8,,,,,,77,98.6,,138,0.8,1.3,,,,,,,,,,,,,,,
VENTOUX,2023-01-02 06:00:00,0.4,,,,,,76.7,94.3,,139,0.3,1,,,,,,,,,,,,,,,
VENTOUX,2023-01-02 07:00:00,0.5,,,,,,75.6,94.7,,141,0.4,0.7,,,,,,,,,,,,,,,
VENTOUX,2023-01-02 08:00:00,0.6,,,,,,79.2,91.4,,140,0.4,0.7,,,,,,,,,,,,,,,
VENTOUX,2023-01-02 09:00:00,1,,,,,,81,96.1,,141,0.6,1.2,,,,,,,,,,,,,,,
