station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0257,2024-02-13 11:30:00,12.1,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 11:40:00,12.2,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 11:50:00,12.7,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 12:00:00,12.6,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 12:10:00,12.5,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 12:20:00,13.1,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 12:30:00,13,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 12:40:00,13.1,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 12:50:00,13,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 13:00:00,13,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 13:10:00,13,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 13:20:00,13.2,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 13:30:00,13.1,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 13:40:00,13,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 13:50:00,13.4,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 14:00:00,13.5,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 14:10:00,13.4,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 14:20:00,13.6,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 14:30:00,13.3,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 14:40:00,13.1,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 14:50:00,13.2,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 15:00:00,13.2,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 15:10:00,13.2,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 15:20:00,12.8,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 15:30:00,12,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 15:40:00,10.7,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 15:50:00,9.9,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 16:00:00,9.2,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 16:20:00,7.2,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 16:30:00,6.1,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 16:40:00,5,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 16:50:00,3.5,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 17:00:00,2.1,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 17:10:00,1,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 17:20:00,-0.2,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 17:30:00,-1,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 17:40:00,-1.8,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 17:50:00,-2.5,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 18:00:00,-2.9,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 18:10:00,-3.4,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 18:20:00,-3.7,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 18:30:00,-3.9,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 18:40:00,-4.1,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 18:50:00,-4.5,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 19:00:00,-4.9,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 19:10:00,-5.2,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 19:20:00,-5.4,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
