station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0257,2024-02-13 11:30:00,12.1,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 19:30:00,-5.7,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 19:40:00,-6,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 19:50:00,-6.2,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 20:00:00,-6.4,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 20:10:00,-6.7,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 20:20:00,-6.9,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 20:30:00,-7,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 20:40:00,-7.1,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 20:50:00,-7.2,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 21:00:00,-7.4,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 21:10:00,-7.5,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 21:20:00,-7.5,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 21:30:00,-7.4,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 21:40:00,-7.3,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 21:50:00,-7.3,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 22:00:00,-7.4,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 22:10:00,-7.3,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 22:20:00,-7.4,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 22:30:00,-7.3,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 22:40:00,-7.2,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 22:50:00,-7,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 23:00:00,-6.9,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 23:10:00,-6.9,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 23:20:00,-6.7,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 23:30:00,-6.7,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 23:40:00,-6.5,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-13 23:50:00,-6.4,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 00:00:00,-6.5,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 00:10:00,-6.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 00:20:00,-6.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 00:30:00,-6.5,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 00:40:00,-6.5,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 00:50:00,-6.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 01:00:00,-6.8,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 01:10:00,-6.8,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 01:20:00,-6.8,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 01:30:00,-6.5,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 01:40:00,-6.2,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 01:50:00,-5.9,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 02:00:00,-5.4,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 02:10:00,-5.3,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 02:20:00,-4.8,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 02:30:00,-4.3,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 02:40:00,-4.3,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 02:50:00,-4.4,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 03:00:00,-4.3,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 03:10:00,-4.1,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 03:20:00,-4.2,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 03:30:00,-4,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 03:40:00,-4,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 03:50:00,-4.2,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 04:00:00,-4.3,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 04:10:00,-4.4,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 04:20:00,-4.4,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 04:30:00,-4.6,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 04:40:00,-4.5,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 04:50:00,-4.7,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 05:00:00,-4.8,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 05:10:00,-4.8,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 05:20:00,-4.8,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 05:30:00,-4.5,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 05:40:00,-4.5,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 05:50:00,-4.5,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 06:00:00,-4.5,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 06:10:00,-4.7,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 06:20:00,-4.9,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 06:30:00,-4.9,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 06:40:00,-4.8,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 06:50:00,-5,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 07:00:00,-4.9,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 07:10:00,-4.7,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 07:20:00,-4.3,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 07:30:00,-3.9,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 07:40:00,-2.5,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 07:50:00,-1.2,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 08:00:00,0,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 08:10:00,1.2,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 08:20:00,2.6,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 08:30:00,4.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 08:40:00,5.8,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 08:50:00,7.9,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 09:00:00,9.7,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 09:10:00,11.3,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 09:20:00,12.4,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 09:30:00,13.4,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 09:40:00,14.1,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 09:50:00,14.5,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 10:00:00,15,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 10:10:00,15.3,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 10:20:00,15.7,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 10:40:00,16.1,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 10:50:00,16.6,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 11:00:00,16.9,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 11:10:00,17.1,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 11:20:00,17.1,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 11:30:00,16.9,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 11:40:00,17,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 11:50:00,17.2,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 12:00:00,17.5,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 12:10:00,17.7,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 12:20:00,17.7,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 12:30:00,17.9,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 12:40:00,18.3,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 12:50:00,17.8,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 13:00:00,17.9,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 13:10:00,17.7,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 13:20:00,18,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 13:30:00,17.8,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 13:40:00,18.1,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 13:50:00,17.7,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 14:00:00,18,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 14:10:00,17.7,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 14:20:00,17.9,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 14:30:00,17.5,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 14:40:00,17.4,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 14:50:00,17.3,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.7654,"lon":4.0213},liveobjects
STATIC0257,2024-02-14 15:00:00,17,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.7654,"lon":4.0213},liveobjects
