station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0209,2023-09-27 14:20:00,17.3,,,45,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103lat":44.917752,"lon":4.15288,"batt":36.39},liveobjects
STATIC0209,2023-09-27 20:30:00,13.8,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 20:40:00,13.8,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 20:50:00,14.2,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.39},liveobjects
STATIC0209,2023-09-27 21:00:00,13.8,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 21:10:00,13.7,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 21:20:00,13.7,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 21:30:00,13.4,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 21:40:00,13.4,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 21:50:00,13.3,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 22:00:00,13.4,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 22:10:00,13.4,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 22:20:00,13.1,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 22:30:00,13.7,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 22:40:00,13.8,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 22:50:00,14.1,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 23:00:00,13.8,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 23:10:00,14.2,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 23:20:00,14.3,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 23:30:00,14.3,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 23:40:00,14.2,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-27 23:50:00,14.1,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 00:00:00,13.9,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 00:10:00,14,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 00:20:00,13.9,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 00:30:00,13.7,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 00:40:00,13.7,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 00:50:00,13.8,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 01:00:00,13.6,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 01:10:00,13.4,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 01:20:00,13.5,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 01:30:00,13.4,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 01:40:00,13.2,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 01:50:00,13.1,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 02:00:00,13.3,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 02:10:00,13.2,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.39},liveobjects
STATIC0209,2023-09-28 02:20:00,13.2,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 02:30:00,13.3,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 02:40:00,13.4,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 02:50:00,13.2,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 03:00:00,13.1,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 03:10:00,12.9,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 03:20:00,12.8,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 03:30:00,12.8,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 03:40:00,12.8,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 03:50:00,12.8,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 04:00:00,12.8,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 04:10:00,12.7,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 04:20:00,12.6,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 04:30:00,12.5,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 04:40:00,12.5,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 04:50:00,12.5,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 05:00:00,12.4,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 05:10:00,12.2,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 05:20:00,12,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 05:30:00,11.9,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 05:40:00,12.1,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 05:50:00,12.4,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 06:00:00,12.6,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 06:10:00,12.8,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 06:20:00,12.9,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 06:30:00,13.2,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 06:40:00,13.2,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 06:50:00,13.1,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 07:00:00,13.2,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 07:10:00,13.5,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.41},liveobjects
STATIC0209,2023-09-28 07:20:00,13.6,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 07:30:00,13.9,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 07:40:00,14.2,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 07:50:00,14,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 08:00:00,14.1,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 08:10:00,14.2,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 08:20:00,14.4,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 08:30:00,14.7,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 08:40:00,14.8,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 08:50:00,15.5,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 09:00:00,15.6,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 09:10:00,15.7,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 09:20:00,15.5,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 09:30:00,15.8,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 09:40:00,16.4,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 09:50:00,16.6,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 10:00:00,17.1,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 10:10:00,17.4,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 10:20:00,16.9,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 10:30:00,16.4,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 10:40:00,17.5,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 10:50:00,18.8,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 11:00:00,17.4,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 11:10:00,17.6,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 11:20:00,18,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 11:30:00,18,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 11:40:00,17.8,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 11:50:00,18.5,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 12:00:00,18.9,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 12:10:00,18.6,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 12:20:00,19.2,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 12:30:00,19.5,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 12:40:00,19.2,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 12:50:00,19.6,,,38,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 13:00:00,19.6,,,40,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 13:10:00,19.5,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 13:20:00,19.2,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 13:30:00,19.2,,,41,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 13:40:00,20.1,,,41,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 13:50:00,19,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.44},liveobjects
STATIC0209,2023-09-28 14:00:00,19.2,,,41,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 14:10:00,19.6,,,39,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 14:20:00,19.4,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 14:30:00,19.8,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.49},liveobjects
STATIC0209,2023-09-28 14:40:00,20.3,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.49},liveobjects
STATIC0209,2023-09-28 14:50:00,19.9,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.49},liveobjects
STATIC0209,2023-09-28 15:00:00,19.5,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.917752,"lon":4.15288,"batt":36.47},liveobjects
STATIC0209,2023-09-28 15:10:00,19,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.917752,"lon":4.15288,"batt":36.49},liveobjects
