station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0180,2023-09-03 02:40:00,15.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 02:50:00,15.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 03:00:00,15.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 03:10:00,15.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 03:20:00,15.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 03:30:00,15.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 03:40:00,15.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 03:50:00,15.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 04:00:00,15,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 04:10:00,15.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 04:20:00,15.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 04:30:00,15.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 04:40:00,15.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 04:50:00,15.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 05:00:00,15.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 05:10:00,15.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 05:20:00,15.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 05:30:00,15.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 05:40:00,15.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 05:50:00,15.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 06:00:00,16,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 06:10:00,16.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 06:20:00,16.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 06:30:00,16.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 06:40:00,16.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 06:50:00,16.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 07:00:00,16.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 07:10:00,16.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 07:20:00,16.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 07:30:00,16.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 07:40:00,16.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 07:50:00,17,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 08:00:00,17.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 08:10:00,17.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 08:20:00,17.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 08:30:00,17.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 08:40:00,17.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 08:50:00,17.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 09:00:00,17.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 09:10:00,17.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 09:20:00,17.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 09:30:00,18,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 09:40:00,18.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 09:50:00,18.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 10:00:00,18.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 10:10:00,19.2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 10:20:00,19.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 10:30:00,19.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 10:40:00,19.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 10:50:00,20.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 11:00:00,20.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 11:10:00,20.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 11:20:00,21.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 11:30:00,21.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 11:40:00,22.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 11:50:00,22.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 12:00:00,22.6,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 12:10:00,22.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 12:20:00,23.1,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 12:30:00,23.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 12:40:00,23.4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 12:50:00,23.3,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 13:00:00,23.3,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 13:10:00,23.2,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 13:20:00,23.3,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 13:30:00,23.4,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 13:40:00,23.5,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 13:50:00,23.4,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 14:00:00,23.5,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 14:10:00,23.6,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 14:20:00,24,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 14:30:00,24.1,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 14:40:00,24.3,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 14:50:00,24.3,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 15:00:00,24.4,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 15:20:00,24,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 15:30:00,23.9,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 15:40:00,23.7,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 15:50:00,23.6,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 16:00:00,23.6,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 16:10:00,23.4,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 16:20:00,23.2,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 16:30:00,22.9,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 16:40:00,22.5,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 16:50:00,22.4,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 17:00:00,22.5,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 17:10:00,22.4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 17:20:00,22.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 17:30:00,22,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 17:40:00,21.9,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 17:50:00,21.6,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 18:00:00,21.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 18:10:00,21.1,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 18:20:00,20.8,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 18:30:00,20.5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 18:40:00,20.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 18:50:00,20.1,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 19:00:00,20.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 19:20:00,19.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 19:30:00,19.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 19:40:00,19.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 20:00:00,19.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 20:10:00,19,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 20:20:00,19,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 20:30:00,19.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 21:00:00,19.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 21:10:00,19.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 21:20:00,19.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 21:30:00,19.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 21:40:00,19,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 21:50:00,19.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 22:00:00,18.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 22:10:00,18.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 22:20:00,18.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 22:30:00,18.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 22:40:00,18.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 22:50:00,18.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 23:00:00,18.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 23:10:00,18.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 23:20:00,18.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 23:30:00,18.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 23:40:00,18.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-03 23:50:00,18.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 00:00:00,18.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 00:10:00,18.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 00:20:00,18.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 00:30:00,18.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 00:40:00,18.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 00:50:00,18.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 01:00:00,18.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 01:10:00,18.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 01:20:00,18.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 01:30:00,18.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 01:40:00,18.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 01:50:00,18.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 02:00:00,18.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 02:10:00,18.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 02:20:00,18.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 02:30:00,18.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 02:40:00,18,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 02:50:00,18,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 03:00:00,18,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 03:10:00,18,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 03:20:00,18,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 03:30:00,18,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 03:40:00,18.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 04:00:00,18,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 04:10:00,18,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 04:20:00,17.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 04:30:00,17.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 04:40:00,17.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 04:50:00,17.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 05:00:00,17.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 05:10:00,17.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 05:20:00,17.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 05:30:00,17.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 05:40:00,17.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 05:50:00,17.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 06:00:00,17.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 06:10:00,17.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 06:20:00,17.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 06:30:00,17.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 06:40:00,17.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 06:50:00,18.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 07:00:00,18.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-09-04 07:10:00,18.3,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
