station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0180,2023-10-26 21:20:00,9.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 21:30:00,9.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 21:40:00,9.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 21:50:00,9.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 22:00:00,9.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 22:10:00,9.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 22:20:00,9.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 22:30:00,9.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 22:40:00,9.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 22:50:00,10,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 23:00:00,10,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 23:10:00,10,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 23:20:00,10,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 23:30:00,9.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 23:40:00,9.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-26 23:50:00,9.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 00:00:00,9.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 00:10:00,9.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 00:20:00,10.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 00:30:00,10.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 00:40:00,10.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 00:50:00,10.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 01:00:00,10.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 01:10:00,10.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 01:20:00,10.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 01:30:00,10.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 01:40:00,10.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 01:50:00,10.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 02:00:00,10,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 02:10:00,10,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 02:20:00,10,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 02:30:00,9.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 02:40:00,9.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 02:50:00,9.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 03:00:00,10,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 03:10:00,10,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 03:20:00,10,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 03:30:00,10,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 03:40:00,9.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 03:50:00,9.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 04:00:00,9.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 04:10:00,9.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 04:20:00,9.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 04:30:00,9.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 04:40:00,9.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 04:50:00,9.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 05:00:00,9.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 05:10:00,9.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 05:20:00,9.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 05:30:00,9.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 05:40:00,8.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 05:50:00,8.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 06:00:00,8.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 06:10:00,8.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 06:20:00,8.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 06:30:00,8.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 06:40:00,9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 06:50:00,8.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 07:00:00,9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 07:10:00,8.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 07:20:00,8.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 07:30:00,8.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 07:40:00,9.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 07:50:00,9.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 08:00:00,9.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 08:10:00,9.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 08:20:00,9.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 08:30:00,9.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 08:40:00,9.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 08:50:00,10,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 09:00:00,10.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 09:10:00,10.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 09:20:00,10.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 09:30:00,10.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 09:40:00,10.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 09:50:00,10.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 10:00:00,10.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 10:10:00,10.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 10:20:00,10.7,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 10:40:00,10.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 10:50:00,10.5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 11:00:00,10.1,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 11:10:00,10.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 11:20:00,10.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 11:30:00,10.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 11:40:00,11,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 11:50:00,11.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 12:00:00,11.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 12:10:00,12,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 12:20:00,11.8,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 12:30:00,12.2,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 12:40:00,12.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 12:50:00,12.5,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 13:00:00,12.9,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 13:10:00,13.3,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 13:20:00,13.2,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 13:30:00,13.3,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 13:40:00,13,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 13:50:00,12.6,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 14:00:00,12.4,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 14:10:00,12,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 14:20:00,11.8,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 14:30:00,12.2,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 14:40:00,12.3,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 14:50:00,12.2,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 15:00:00,11.9,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 15:10:00,11.8,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 15:20:00,11.8,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 15:30:00,11.5,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 15:40:00,11.3,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 15:50:00,11,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 16:00:00,10.8,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 16:10:00,10.7,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 16:20:00,10.5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 16:30:00,10.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 16:40:00,10.2,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 16:50:00,10,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 17:00:00,9.9,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 17:10:00,9.7,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 17:20:00,9.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 17:30:00,9.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 17:40:00,9.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 17:50:00,9.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 18:00:00,9.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 18:10:00,9.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 18:20:00,9.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 18:30:00,9.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 18:40:00,9.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 18:50:00,9.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 19:00:00,9.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 19:10:00,9.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 19:20:00,9.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 19:30:00,9.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 19:40:00,9.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 19:50:00,9.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 20:00:00,9.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 20:10:00,9.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 20:20:00,9.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 20:30:00,9.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 20:40:00,9.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 20:50:00,9.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 21:00:00,9.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 21:10:00,10,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 21:20:00,9.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 21:30:00,9.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 21:40:00,9.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 21:50:00,9.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 22:00:00,9.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 22:10:00,9.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 22:20:00,9.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 22:30:00,9.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 22:40:00,9.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 22:50:00,9.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 23:00:00,9.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 23:10:00,9.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 23:20:00,9.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 23:30:00,9.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 23:40:00,9.2,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-27 23:50:00,8.9,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-28 00:00:00,8.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-28 00:10:00,8.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-28 00:20:00,8.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-28 00:30:00,8.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-28 00:40:00,8.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-28 00:50:00,8.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":48.4871,"lon":-2.99431},liveobjects
STATIC0180,2023-10-28 01:00:00,8.7,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":48.4871,"lon":-2.99431},liveobjects
