station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,ensoleillement,temperature_sol,temps_omm,source,radiations,neige_au_sol,nebulosite,raw_msg
07661,2010-01-01 00:00:00,12.2,991,-1.9,93,11.1,15000,5.556,18.52,,220,,,0.6,0.6,0.6,,,,,,og-post,,,,AAXX 01004 07661 02565 32203 10122 20111 39751 49910 58019 69961 83500 333 69967 83620 90710 91110 555 69965=
07661,2010-01-01 01:00:00,12.1,989.6,-2.9,96,11.5,,16.668,22.224,,200,,,0,,,,,,,,og-post,,,,AAXX 01014 07661 26/// /2009 10121 20115 39737 49896 58029 333 60005 90710 91112=
07661,2010-01-01 02:00:00,12.2,988.8,-3.4,93,11.1,,29.632,42.596,,260,,,0,,,,,,,,og-post,,,,AAXX 01024 07661 26/// /2616 10122 20111 39729 49888 56034 333 60005 90710 91123=
07661,2010-01-01 03:00:00,12,988,-3,91,10.6,,25.928,38.892,,290,,,0,0,,,,,,,og-post,,,,AAXX 01034 07661 26/// /2914 10120 20106 39721 49880 56030 333 60007 90710 91121 555 60005=
07661,2010-01-01 04:00:00,10.3,987.6,-2.1,90,8.7,15000,37.04,68.524,68.524,310,,,0.2,,,,,,,62,og-post,,,,AAXX 01044 07661 21465 83120 10103 20087 39716 49876 56021 76266 88700 333 69925 88616 91037 90710 91137=
07661,2010-01-01 05:00:00,8.9,987.5,-1.4,94,8,,37.04,79.636,57.412,330,,,0.2,,,,,,,,og-post,,,,AAXX 01054 07661 26/// /3320 10089 20080 39715 49875 56014 333 69925 91031 90710 91143=
07661,2010-01-01 06:00:00,8.6,987.8,-0.4,87,6.6,,50.004,72.228,72.228,330,8.6,12.4,0,0.4,,1,1.4,,,,og-post,,,,AAXX 01064 07661 06/// /3327 10086 20066 39717 49878 55004 60012 333 10124 20086 55/// 69947 70014 91039 90710 91139 555 60005=
07661,2010-01-01 07:00:00,7.8,989.1,1.4,89,6.1,,57.412,79.636,,340,,,,,,,,,,,og-post,,,,AAXX 01074 07661 26/// /3431 10078 20061 39730 49891 53014 333 69905 90710 91143=
07661,2010-01-01 08:00:00,8.5,990.2,2.6,83,5.8,,44.448,72.228,,340,,,,,,,,,,,og-post,,,,AAXX 01084 07661 26/// /3424 10085 20058 39741 49902 53026 333 69905 90710 91139=
07661,2010-01-01 09:00:00,9.1,991.4,3.6,81,6,,48.152,75.932,72.228,340,,,,,,,,,,,og-post,,,,AAXX 01094 07661 26/// /3426 10091 20060 39753 49914 51036 333 69907 91039 90710 91141 555 69905=
07661,2010-01-01 10:00:00,8.7,992.1,3,87,6.7,,51.856,75.932,72.228,330,,,0.4,,,,,,,,og-post,,,,AAXX 01104 07661 26/// /3328 10087 20067 39760 49921 51030 333 69945 91039 90710 91141=
07661,2010-01-01 11:00:00,9.3,992.4,2.2,80,6,,48.152,87.044,68.524,340,,,0.2,,,,,,,,og-post,,,,AAXX 01114 07661 26/// /3426 10093 20060 39763 49924 51022 333 69925 91037 90710 91147=
07661,2010-01-01 12:00:00,8.6,992.6,1.2,84,6,15000,55.56,75.932,75.932,330,,,,0.6,0.6,,,,,60,og-post,,,,AAXX 01124 07661 01465 83330 10086 20060 39765 49926 51012 69961 76062 88800 333 69967 84816 84620 91041 90710 91141 555 69905=
07661,2010-01-01 13:00:00,8.7,992.9,0.8,85,6.3,,57.412,83.34,75.932,330,,,,,,,,,,,og-post,,,,AAXX 01134 07661 26/// /3331 10087 20063 39768 49929 52008 333 69905 91041 90710 91145=
07661,2010-01-01 14:00:00,8.8,993.7,1.3,81,5.7,,59.264,87.044,87.044,330,,,0.2,,,,,,,,og-post,,,,AAXX 01144 07661 26/// /3332 10088 20057 39776 49937 53013 333 69925 91047 90710 91147=
07661,2010-01-01 15:00:00,9.4,994.8,2.2,78,5.8,15000,53.708,83.34,,340,,,,0.2,,,,,,2,og-post,,,,AAXX 01154 07661 21465 83429 10094 20058 39787 49948 53022 70262 88800 333 69927 84816 84620 90710 91145 555 69905=
07661,2010-01-01 16:00:00,9.9,996,3.1,75,5.7,,53.708,79.636,,340,,,0,,,,,,,,og-post,,,,AAXX 01164 07661 26/// /3429 10099 20057 39799 49960 53031 333 60005 90710 91143=
07661,2010-01-01 17:00:00,9.7,996.9,3.2,76,5.7,,53.708,72.228,,330,,,0,,,,,,,,og-post,,,,AAXX 01174 07661 26/// /3329 10097 20057 39808 49969 51032 333 60005 90710 91139=
07661,2010-01-01 18:00:00,9.3,997.9,3,75,5.1,,62.968,90.748,87.044,330,7.8,9.9,0,0,,0.8,,,,,og-post,,,,AAXX 01184 07661 06/// /3334 10093 20051 39817 49979 51030 69982 333 10099 20078 60007 91047 90710 91149 555 60005=
07661,2010-01-01 19:00:00,9.1,998.9,2.8,78,5.5,,57.412,87.044,83.34,330,,,0,,,,,,,,og-post,,,,AAXX 01194 07661 26/// /3331 10091 20055 39827 49989 53028 333 60005 91045 90710 91147=
07661,2010-01-01 20:00:00,8.9,1000.7,3.6,77,5.1,,51.856,79.636,72.228,330,,,0,,,,,,,,og-post,,,,AAXX 01204 07661 26/// /3328 10089 20051 39844 40007 53036 333 60005 91039 90710 91143=
07661,2010-01-01 21:00:00,8.3,1001.8,3.8,74,3.9,15000,51.856,75.932,72.228,320,,,0,0,,,,,,,og-post,,,,AAXX 01214 07661 22665 23228 10083 20039 39855 40018 53038 82100 333 60007 82833 91039 90710 91141 555 60005=
07661,2010-01-01 22:00:00,8,1002.5,3.5,69,2.7,,51.856,79.636,75.932,330,,,0,,,,,,,,og-post,,,,AAXX 01224 07661 26/// /3328 10080 20027 39862 40025 51035 333 60005 91041 90710 91143=
07661,2010-01-01 23:00:00,7.9,1003.3,2.5,65,1.7,,64.82,90.748,90.748,330,,,0,,,,,,,,og-post,,,,AAXX 01234 07661 26/// /3335 10079 20017 39869 40033 51025 333 60005 91049 90710 91149=
07661,2010-01-02 00:00:00,7.2,1003.9,2,60,-0.1,,55.56,87.044,,330,,,0,0,,,,,,,og-post,,,,AAXX 02004 07661 06/// /3330 10072 21001 39875 40039 51020 60001 333 60007 90710 91147 555 60005=
07661,2010-01-02 01:00:00,6.9,1004.7,2,57,-1,,64.82,94.452,87.044,330,,,0,,,,,,,,og-post,,,,AAXX 02014 07661 26/// /3335 10069 21010 39882 40047 52020 333 60005 91047 90710 91151=
07661,2010-01-02 02:00:00,5.9,1006.2,2.8,61,-1.1,,61.116,94.452,83.34,330,,,0,,,,,,,,og-post,,,,AAXX 02024 07661 26/// /3333 10059 21011 39897 40062 53028 333 60005 91045 90710 91151=
07661,2010-01-02 03:00:00,5.8,1007.3,3.2,54,-2.8,20000,57.412,83.34,83.34,320,,,0,0,,,,,,,og-post,,,,AAXX 02034 07661 22870 33231 10058 21028 39907 40073 53032 83050 333 60007 83356 91045 90710 91145 555 60005=
07661,2010-01-02 04:00:00,5.2,1008.1,3.3,52,-3.9,,57.412,94.452,,330,,,0,,,,,,,,og-post,,,,AAXX 02044 07661 26/// /3331 10052 21039 39915 40081 51033 333 60005 90710 91151=
07661,2010-01-02 05:00:00,5.4,1008.9,2.6,45,-5.6,,59.264,83.34,83.34,330,,,0,,,,,,,,og-post,,,,AAXX 02054 07661 26/// /3332 10054 21056 39923 40089 51026 333 60005 91045 90710 91145=
07661,2010-01-02 06:00:00,4.7,1009.6,2.2,47,-5.7,20000,55.56,75.932,,330,4.6,9.4,0,0,,,0.8,,,,og-post,,,,AAXX 02064 07661 02870 13330 10047 21057 39929 40096 51022 60002 81050 333 10094 20046 55/// 60007 70008 81356 90710 91141 555 60005=
07661,2010-01-02 07:00:00,5.8,1010,1.9,35,-8.5,,53.708,72.228,,340,,,0,,,,,,,,og-post,,,,AAXX 02074 07661 26/// /3429 10058 21085 39934 40100 51019 333 60005 90710 91139=
07661,2010-01-02 08:00:00,5.7,1010.5,1.6,34,-9,,57.412,72.228,,340,,,0,,,,,,,,og-post,,,,AAXX 02084 07661 26/// /3431 10057 21090 39939 40105 51016 333 60005 90710 91139=
07661,2010-01-02 09:00:00,5.8,1011.8,2.2,40,-6.8,40000,46.3,72.228,,330,,,0,0,,,,,,,og-post,,,,AAXX 02094 07661 22882 53325 10058 21068 39951 40118 53022 85050 333 60007 85356 90710 91139 555 60005=
07661,2010-01-02 10:00:00,5.6,1012.5,2.4,44,-5.7,,55.56,75.932,75.932,320,,,0,,,,,,,,og-post,,,,AAXX 02104 07661 26/// /3230 10056 21057 39958 40125 53024 333 60005 91041 90710 91141=
07661,2010-01-02 11:00:00,5.9,1012.3,1.7,41,-6.4,,59.264,75.932,,330,,,0,,,,,,,,og-post,,,,AAXX 02114 07661 26/// /3332 10059 21064 39956 40123 50017 333 60005 90710 91141=
07661,2010-01-02 12:00:00,5.9,1013,1.2,44,-5.4,,48.152,75.932,75.932,330,,,0,0,,,,,,,og-post,,,,AAXX 02124 07661 06/// /3326 10059 21054 39963 40130 52012 60001 333 60007 91041 90710 91141 555 60005=
07661,2010-01-02 13:00:00,5.9,1013.4,0.9,44,-5.4,,50.004,75.932,68.524,340,,,0,,,,,,,,og-post,,,,AAXX 02134 07661 26/// /3427 10059 21054 39967 40134 53009 333 60005 91037 90710 91141=
07661,2010-01-02 14:00:00,5.3,1014,1.7,43,-6.3,,46.3,75.932,,330,,,0,,,,,,,,og-post,,,,AAXX 02144 07661 26/// /3325 10053 21063 39973 40140 51017 333 60005 90710 91141=
07661,2010-01-02 15:00:00,4.9,1014.9,1.8,42,-7,30000,48.152,72.228,,340,,,0,0,,,,,,,og-post,,,,AAXX 02154 07661 22880 43426 10049 21070 39981 40149 53018 84030 333 60007 84356 90710 91139 555 60005=
07661,2010-01-02 16:00:00,3.9,1015.7,2.2,45,-7,,44.448,75.932,64.82,330,,,0,,,,,,,,og-post,,,,AAXX 02164 07661 26/// /3324 10039 21070 39989 40157 53022 333 60005 91035 90710 91141=
07661,2010-01-02 17:00:00,3.5,1016,1.8,43,-7.9,,51.856,68.524,,330,,,0,,,,,,,,og-post,,,,AAXX 02174 07661 26/// /3328 10035 21079 39991 40160 51018 333 60005 90710 91137=
07661,2010-01-02 18:00:00,3,1017.2,2.2,41,-9,20000,37.04,68.524,57.412,330,3,6.2,0,0,,,,,,,og-post,,,,AAXX 02184 07661 02870 23320 10030 21090 30003 40172 53022 60002 82030 333 10062 20030 60007 82356 91031 90710 91137 555 60005=
07661,2010-01-02 19:00:00,3.1,1017,1.2,37,-10.2,,35.188,57.412,,330,,,0,,,,,,,,og-post,,,,AAXX 02194 07661 26/// /3319 10031 21102 30001 40170 50012 333 60005 90710 91131=
07661,2010-01-02 20:00:00,3.2,1017.6,1.6,37,-10.1,,22.224,46.3,,330,,,0,,,,,,,,og-post,,,,AAXX 02204 07661 26/// /3312 10032 21101 30007 40176 51016 333 60005 90710 91125=
07661,2010-01-02 21:00:00,4.2,1017.9,0.7,32,-11.1,,25.928,46.3,,340,,,0,0,,,,,,,og-post,,,,AAXX 02214 07661 26/// /3414 10042 21111 30010 40179 53007 333 60007 90710 91125 555 60005=
07661,2010-01-02 22:00:00,3,1017.5,0.5,35,-11,,33.336,42.596,,330,,,0,,,,,,,,og-post,,,,AAXX 02224 07661 26/// /3318 10030 21110 30006 40175 50005 333 60005 90710 91123=
07661,2010-01-02 23:00:00,3.2,1018.6,1,36,-10.5,,24.076,50.004,,330,,,0,,,,,,,,og-post,,,,AAXX 02234 07661 26/// /3313 10032 21105 30017 40186 53010 333 60005 90710 91127=
07661,2010-01-03 00:00:00,3.1,1018.2,0.3,33,-11.6,,18.52,31.484,,330,,,0,0,,,,,,,og-post,,,,AAXX 03004 07661 06/// /3310 10031 21116 30013 40182 52003 60001 333 60007 90710 91117 555 60005=
07661,2010-01-03 01:00:00,3.5,1018.6,1.1,32,-11.7,,18.52,29.632,,330,,,0,,,,,,,,og-post,,,,AAXX 03014 07661 26/// /3310 10035 21117 30017 40186 51011 333 60005 90710 91116=
07661,2010-01-03 02:00:00,3.2,1018.9,0.3,40,-9.1,,5.556,18.52,,20,,,0,,,,,,,,og-post,,,,AAXX 03024 07661 26/// /0203 10032 21091 30020 40189 53003 333 60005 90710 91110=
