station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0192,2024-01-24 13:20:00,8.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 13:30:00,8.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36915,"lon":5.808306},liveobjects
STATIC0192,2024-01-24 13:50:00,8.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.369377,"lon":5.807881},liveobjects
STATIC0192,2024-01-24 14:00:00,8.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 14:30:00,8.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 14:40:00,8.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.369312,"lon":5.807994},liveobjects
STATIC0192,2024-01-24 14:50:00,8.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 15:00:00,8.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.369095,"lon":5.808381},liveobjects
STATIC0192,2024-01-24 15:10:00,8.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.368893,"lon":5.808742},liveobjects
STATIC0192,2024-01-24 15:50:00,8.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 16:10:00,8.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.368855,"lon":5.808806},liveobjects
STATIC0192,2024-01-24 16:20:00,8.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 16:30:00,8.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.368725,"lon":5.809041},liveobjects
STATIC0192,2024-01-24 17:00:00,8.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.3686,"lon":5.80927},liveobjects
STATIC0192,2024-01-24 17:10:00,8.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.368797,"lon":5.808902},liveobjects
STATIC0192,2024-01-24 17:20:00,8.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 17:30:00,8.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36867,"lon":5.809128},liveobjects
STATIC0192,2024-01-24 17:50:00,8.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 18:00:00,8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 18:30:00,8.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 18:40:00,8.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.368553,"lon":5.809348},liveobjects
STATIC0192,2024-01-24 18:50:00,8.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.368435,"lon":5.809564},liveobjects
STATIC0192,2024-01-24 19:00:00,8.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.368313,"lon":5.809781},liveobjects
STATIC0192,2024-01-24 19:20:00,8.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 19:50:00,8.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 20:00:00,8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.3682,"lon":5.809985},liveobjects
STATIC0192,2024-01-24 20:10:00,8.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36808,"lon":5.810198},liveobjects
STATIC0192,2024-01-24 20:20:00,8.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.367886,"lon":5.810552},liveobjects
STATIC0192,2024-01-24 20:40:00,8.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.3677,"lon":5.810888},liveobjects
STATIC0192,2024-01-24 21:00:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 21:30:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367523,"lon":5.811206},liveobjects
STATIC0192,2024-01-24 21:40:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.36748,"lon":5.81128},liveobjects
STATIC0192,2024-01-24 22:00:00,8.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 22:40:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":46.36765,"lon":5.81097},liveobjects
STATIC0192,2024-01-24 22:50:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36756,"lon":5.811131},liveobjects
STATIC0192,2024-01-24 23:00:00,8.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.36772,"lon":5.810828},liveobjects
STATIC0192,2024-01-24 23:10:00,8.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367588,"lon":5.811072},liveobjects
STATIC0192,2024-01-24 23:20:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-24 23:30:00,8.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367523,"lon":5.811188},liveobjects
STATIC0192,2024-01-24 23:40:00,8.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.367508,"lon":5.811214},liveobjects
STATIC0192,2024-01-25 00:00:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 00:10:00,8.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 00:20:00,8.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367493,"lon":5.811239},liveobjects
STATIC0192,2024-01-25 00:40:00,8.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 01:20:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.36764,"lon":5.810965},liveobjects
STATIC0192,2024-01-25 01:30:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 01:40:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 02:00:00,8.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 02:40:00,8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 02:50:00,7.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36756,"lon":5.811108},liveobjects
STATIC0192,2024-01-25 03:00:00,7.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 03:20:00,7.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.367485,"lon":5.811248},liveobjects
STATIC0192,2024-01-25 03:50:00,7.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 04:10:00,7.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 04:40:00,7.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 04:50:00,7.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367573,"lon":5.811086},liveobjects
STATIC0192,2024-01-25 05:20:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.367714,"lon":5.810825},liveobjects
STATIC0192,2024-01-25 05:30:00,7.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.357872,"lon":5.829023},liveobjects
STATIC0192,2024-01-25 05:40:00,7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.373707,"lon":5.799498},liveobjects
STATIC0192,2024-01-25 06:00:00,7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 06:20:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 06:30:00,7.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.368736,"lon":5.80877},liveobjects
STATIC0192,2024-01-25 06:40:00,7.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 06:50:00,7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 07:00:00,7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.37176,"lon":5.803125},liveobjects
STATIC0192,2024-01-25 07:20:00,7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.368736,"lon":5.80877},liveobjects
STATIC0192,2024-01-25 07:50:00,6.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.377293,"lon":5.798426},liveobjects
STATIC0192,2024-01-25 08:00:00,6.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.370827,"lon":5.805903},liveobjects
STATIC0192,2024-01-25 08:10:00,6.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 08:20:00,6.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36693,"lon":5.811599},liveobjects
STATIC0192,2024-01-25 08:40:00,7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.365593,"lon":5.813813},liveobjects
STATIC0192,2024-01-25 09:10:00,7.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":46.3682,"lon":5.809639},liveobjects
STATIC0192,2024-01-25 09:30:00,7.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 10:00:00,7.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 10:30:00,7.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 10:50:00,7.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 11:00:00,7.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 11:40:00,8.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.367023,"lon":5.811603},liveobjects
STATIC0192,2024-01-25 12:10:00,8.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.36895,"lon":5.8084},liveobjects
STATIC0192,2024-01-25 12:20:00,8.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.368145,"lon":5.809774},liveobjects
STATIC0192,2024-01-25 12:30:00,8.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.36739,"lon":5.811089},liveobjects
STATIC0192,2024-01-25 12:40:00,8.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.368656,"lon":5.808896},liveobjects
STATIC0192,2024-01-25 13:10:00,8.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.369766,"lon":5.806968},liveobjects
STATIC0192,2024-01-25 13:30:00,8.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.369045,"lon":5.808218},liveobjects
STATIC0192,2024-01-25 14:20:00,8.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 14:50:00,8.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 15:00:00,8.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.370007,"lon":5.806532},liveobjects
STATIC0192,2024-01-25 15:10:00,8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 15:40:00,7.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.37086,"lon":5.805018},liveobjects
STATIC0192,2024-01-25 16:10:00,7.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 16:20:00,7.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 16:30:00,7.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 17:30:00,6.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.371628,"lon":5.803651},liveobjects
STATIC0192,2024-01-25 17:40:00,6.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 17:50:00,6.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 18:00:00,6.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 18:50:00,5.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.370956,"lon":5.804823},liveobjects
STATIC0192,2024-01-25 19:00:00,5.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.370445,"lon":5.805717},liveobjects
STATIC0192,2024-01-25 19:10:00,5.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 19:20:00,5.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 19:40:00,4.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 19:50:00,3.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 20:20:00,1.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.37004,"lon":5.806429},liveobjects
STATIC0192,2024-01-25 21:00:00,-0.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.369568,"lon":5.807265},liveobjects
STATIC0192,2024-01-25 21:20:00,-0.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 21:30:00,-0.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.369183,"lon":5.80796},liveobjects
STATIC0192,2024-01-25 21:40:00,-0.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 21:50:00,-0.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 22:00:00,-0.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.368977,"lon":5.808329},liveobjects
STATIC0192,2024-01-25 22:50:00,-0.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-25 23:20:00,0,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36898,"lon":5.808321},liveobjects
STATIC0192,2024-01-26 00:10:00,0.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 00:30:00,0.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.369423,"lon":5.807519},liveobjects
STATIC0192,2024-01-26 01:30:00,1.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.369843,"lon":5.806756},liveobjects
STATIC0192,2024-01-26 01:40:00,1.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36979,"lon":5.806851},liveobjects
STATIC0192,2024-01-26 02:00:00,1.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 02:50:00,2.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 03:00:00,2.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 03:20:00,2.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 04:10:00,2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.370163,"lon":5.806169},liveobjects
STATIC0192,2024-01-26 04:20:00,2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.369884,"lon":5.806676},liveobjects
STATIC0192,2024-01-26 05:30:00,3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 05:40:00,3.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 06:00:00,3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.369617,"lon":5.807161},liveobjects
STATIC0192,2024-01-26 06:20:00,3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 06:50:00,3.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 07:00:00,3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.36997,"lon":5.806516},liveobjects
STATIC0192,2024-01-26 07:20:00,3.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.369713,"lon":5.806984},liveobjects
STATIC0192,2024-01-26 07:40:00,3.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 08:10:00,4.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.37005,"lon":5.806369},liveobjects
STATIC0192,2024-01-26 08:20:00,4.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 08:40:00,5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 09:00:00,5.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.370373,"lon":5.805778},liveobjects
STATIC0192,2024-01-26 09:30:00,6.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 09:40:00,6.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.37068,"lon":5.805206},liveobjects
STATIC0192,2024-01-26 09:50:00,6.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 11:00:00,7.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 12:20:00,8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.37044,"lon":5.805649},liveobjects
STATIC0192,2024-01-26 12:30:00,7.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 12:40:00,7.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 13:30:00,7.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 13:40:00,7.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.370205,"lon":5.806075},liveobjects
STATIC0192,2024-01-26 14:00:00,7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 14:30:00,7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.37049,"lon":5.80555},liveobjects
STATIC0192,2024-01-26 14:40:00,7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.37035,"lon":5.805809},liveobjects
STATIC0192,2024-01-26 14:50:00,7.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.37022,"lon":5.806045},liveobjects
STATIC0192,2024-01-26 15:00:00,7.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.37033,"lon":5.805837},liveobjects
STATIC0192,2024-01-26 15:20:00,7.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.370136,"lon":5.806191},liveobjects
STATIC0192,2024-01-26 15:40:00,6.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 15:50:00,6.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 16:10:00,6.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 16:20:00,6.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.370094,"lon":5.806272},liveobjects
STATIC0192,2024-01-26 16:40:00,6.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 17:00:00,6.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36992,"lon":5.806594},liveobjects
STATIC0192,2024-01-26 17:10:00,6.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.370144,"lon":5.806179},liveobjects
STATIC0192,2024-01-26 17:30:00,6.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 17:40:00,6.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 17:50:00,6.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.37038,"lon":5.805741},liveobjects
STATIC0192,2024-01-26 18:00:00,6.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 18:30:00,6.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 18:50:00,6.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.370213,"lon":5.806049},liveobjects
STATIC0192,2024-01-26 19:00:00,6.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 19:20:00,6.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.37005,"lon":5.80635},liveobjects
STATIC0192,2024-01-26 19:40:00,6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 20:10:00,5.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36982,"lon":5.806768},liveobjects
STATIC0192,2024-01-26 21:10:00,5.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 21:20:00,5.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.36967,"lon":5.807046},liveobjects
STATIC0192,2024-01-26 21:30:00,5.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.369522,"lon":5.807317},liveobjects
STATIC0192,2024-01-26 21:40:00,5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":46.369465,"lon":5.807426},liveobjects
STATIC0192,2024-01-26 22:00:00,4.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-26 22:20:00,3.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.36957,"lon":5.807223},liveobjects
STATIC0192,2024-01-26 22:30:00,3.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.36944,"lon":5.807471},liveobjects
STATIC0192,2024-01-26 22:50:00,2.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.369305,"lon":5.807714},liveobjects
STATIC0192,2024-01-26 23:00:00,2.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":46.36949,"lon":5.807369},liveobjects
STATIC0192,2024-01-26 23:10:00,2.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
