station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0192,2024-06-21 08:40:00,16.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 09:00:00,15.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 09:20:00,15.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 09:40:00,15.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 10:10:00,15.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 10:50:00,15.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 11:10:00,16.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 12:40:00,15.9,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 12:50:00,15.7,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 13:00:00,16,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 13:20:00,15.9,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 13:30:00,15.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 14:10:00,16.9,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 15:00:00,17.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 15:20:00,17.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 15:40:00,16.3,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 15:50:00,16.6,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 16:20:00,16.6,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 16:30:00,17.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 16:40:00,17.6,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 16:50:00,18.1,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 17:10:00,17.1,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 17:30:00,16.4,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 17:40:00,16,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 17:50:00,15.7,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 18:00:00,15.4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 18:20:00,15.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 18:30:00,15.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 20:10:00,13.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 21:20:00,13.1,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 21:30:00,13.1,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 23:20:00,13.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 23:30:00,13.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-21 23:40:00,12.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 01:20:00,12.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 03:30:00,12.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 04:10:00,12.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 04:40:00,12.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 05:40:00,12.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 06:10:00,11.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 07:30:00,10.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 08:20:00,10.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 09:10:00,10.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 10:00:00,10.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 10:30:00,11.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 10:50:00,11.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 11:00:00,11.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 11:30:00,12,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 12:00:00,12.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 12:40:00,12.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 13:00:00,13.7,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 13:10:00,13.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 13:30:00,13.5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 13:50:00,14.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 14:30:00,14.9,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 15:20:00,14,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 16:00:00,10.8,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 16:10:00,10.5,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 16:30:00,11.3,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 16:40:00,11.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 18:00:00,12.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 18:10:00,12.1,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 18:20:00,12.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 18:30:00,12.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 18:40:00,12.1,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 18:50:00,12,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 19:50:00,9.4,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 20:10:00,9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 20:40:00,8.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 20:50:00,8.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 21:00:00,8.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 21:20:00,8.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 21:30:00,8.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 21:40:00,9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 21:50:00,8.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 22:10:00,8.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 22:30:00,8.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 22:40:00,8.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 22:50:00,9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 23:20:00,9.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-22 23:30:00,9.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 00:00:00,9.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 00:30:00,9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 00:40:00,8.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 00:50:00,8.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 01:10:00,8.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 02:00:00,7.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 02:40:00,8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 03:10:00,7.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 04:10:00,6.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 05:00:00,7.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 05:10:00,7.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 05:20:00,7.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 05:50:00,8.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 06:40:00,10.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 10:50:00,15.3,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 13:30:00,14.7,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 13:40:00,14.4,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 15:20:00,14.3,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 15:40:00,14.8,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 15:50:00,15.2,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 16:10:00,15,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 16:20:00,15.1,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 18:00:00,13.5,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 18:10:00,13.5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 18:20:00,13.5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 18:50:00,13.4,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 20:00:00,13.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-23 21:20:00,13.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 01:20:00,11.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 02:00:00,9.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 03:30:00,7.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 04:10:00,7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 04:20:00,7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 04:40:00,6.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 05:30:00,6.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 06:10:00,7.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 06:30:00,9.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 07:40:00,14.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 07:50:00,16,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 09:30:00,20.5,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 09:40:00,20.4,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 10:00:00,20.7,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 10:20:00,20.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 10:50:00,21.5,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 11:20:00,22.2,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-24 11:30:00,22.2,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 03:10:00,12.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 03:20:00,11.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 03:30:00,11.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 03:50:00,11.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 04:00:00,11.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 04:40:00,11.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 05:00:00,12,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 05:10:00,12.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 05:20:00,12.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 06:00:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 06:20:00,14.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 06:30:00,15.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 06:50:00,15.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 07:00:00,15.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 07:10:00,16.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 07:30:00,16.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 07:40:00,17,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 07:50:00,17,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 08:20:00,17.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 08:30:00,17,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 09:00:00,16.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 09:10:00,16.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 09:30:00,16.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 09:40:00,16.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 10:20:00,16.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 10:30:00,16.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 10:50:00,18.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 11:30:00,21.8,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 11:40:00,21.9,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 12:20:00,22.1,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 13:00:00,23.5,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 13:40:00,23.9,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 13:50:00,23.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 14:20:00,24.8,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 14:30:00,25.1,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 15:00:00,23.2,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 15:40:00,23,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 15:50:00,23,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 16:20:00,24.3,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 17:00:00,23.6,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 17:40:00,23.5,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 17:50:00,23.4,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 18:20:00,22.7,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 18:50:00,21.4,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 19:00:00,20.6,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 19:40:00,18.2,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 20:20:00,15.6,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 20:30:00,15,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 21:00:00,13.5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 21:40:00,13.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 22:20:00,12.5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 22:50:00,11.9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-26 23:10:00,12,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-119,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-27 00:20:00,11.3,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
STATIC0192,2024-06-27 00:30:00,11.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
