station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0184,2025-01-01 00:00:00,4.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-97lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 12:30:00,5.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 12:40:00,5.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-97,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 12:50:00,5.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-94,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 13:00:00,6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-94,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 13:10:00,6.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 13:20:00,6.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-93,"lat":null,"lon":null,"batt":36.42},liveobjects
STATIC0184,2025-01-01 13:30:00,6.3,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 13:40:00,6.5,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-95,"lat":null,"lon":null,"batt":36.42},liveobjects
STATIC0184,2025-01-01 13:50:00,6.6,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 14:00:00,6.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-95,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 14:10:00,6.8,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-97,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 14:20:00,6.9,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 14:30:00,7.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-97,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 14:40:00,7.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-97,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 14:50:00,7.1,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-97,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 15:00:00,7.2,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 15:10:00,7.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 15:20:00,7.4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-93,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 15:30:00,7.4,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-95,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 15:40:00,7.4,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 15:50:00,7.7,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 16:00:00,7.8,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 16:10:00,7.7,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-97,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 16:20:00,7.9,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 16:30:00,7.9,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 16:40:00,8.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 16:50:00,8,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 17:00:00,8.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 17:10:00,8.2,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-94,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 17:20:00,8.3,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-94,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 17:30:00,8.3,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-95,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 17:40:00,8.2,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-93,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 17:50:00,8.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 18:00:00,8.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-93,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 18:10:00,8.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 18:20:00,8.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-96,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 18:30:00,8.3,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-93,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 18:40:00,8.5,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-94,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 18:50:00,8.5,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 19:00:00,8.4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 19:10:00,8.4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-95,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 19:20:00,8.4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-92,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 19:30:00,8.4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-93,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 19:40:00,8.5,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 19:50:00,8.5,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-89,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 20:00:00,8.6,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 20:10:00,8.7,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-96,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 20:20:00,8.9,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-83,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 20:30:00,8.8,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-83,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 20:40:00,8.7,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-89,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 20:50:00,8.7,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-79,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 21:00:00,8.6,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-83,"lat":null,"lon":null,"batt":36.5},liveobjects
STATIC0184,2025-01-01 21:10:00,8.7,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-92,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 21:20:00,8.6,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-85,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 21:30:00,8.6,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-84,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 21:40:00,8.7,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-83,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 21:50:00,8.6,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-81,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 22:00:00,8.6,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-84,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 22:10:00,8.7,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-86,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 22:20:00,8.5,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-86,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-01 22:30:00,8.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-83,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 22:40:00,8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-84,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 22:50:00,8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-86,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 23:00:00,8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-83,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 23:10:00,7.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-89,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 23:20:00,8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-93,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 23:30:00,7.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-88,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 23:40:00,7.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-91,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-01 23:50:00,7.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-89,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-02 00:00:00,7.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-90,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-02 00:10:00,6.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-77,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-02 00:20:00,6.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-89,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-02 00:30:00,6.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-85,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-02 00:40:00,5.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-85,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-02 00:50:00,5.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-84,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-02 01:00:00,5.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-83,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-02 01:10:00,5.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-82,"lat":null,"lon":null,"batt":36.42},liveobjects
STATIC0184,2025-01-02 01:20:00,5.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-82,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-02 01:30:00,5.2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-88,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-02 01:40:00,5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-86,"lat":null,"lon":null,"batt":36.42},liveobjects
STATIC0184,2025-01-02 01:50:00,4.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":36.42},liveobjects
STATIC0184,2025-01-02 02:00:00,4.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-92,"lat":null,"lon":null,"batt":36.47},liveobjects
STATIC0184,2025-01-02 02:10:00,4.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-94,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-02 02:20:00,4.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-94,"lat":null,"lon":null,"batt":36.45},liveobjects
STATIC0184,2025-01-02 02:30:00,4.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-94,"lat":null,"lon":null,"batt":36.42},liveobjects
STATIC0184,2025-01-02 02:40:00,4.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":36.42},liveobjects
