station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000VQ,2023-05-29 10:40:00,21.7,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-29 10:50:00,21.7,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.343372,"lon":4.541954},liveobjects
000VQ,2023-05-29 11:00:00,22.5,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.343487,"lon":4.54194},liveobjects
000VQ,2023-05-29 11:10:00,22.4,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.343597,"lon":4.541926},liveobjects
000VQ,2023-05-29 11:20:00,22.6,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.34371,"lon":4.541912},liveobjects
000VQ,2023-05-29 11:30:00,22.6,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.343826,"lon":4.541898},liveobjects
000VQ,2023-05-29 11:40:00,22.8,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.34394,"lon":4.541884},liveobjects
000VQ,2023-05-29 11:50:00,23,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.34405,"lon":4.54187},liveobjects
000VQ,2023-05-29 12:00:00,23.2,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.344166,"lon":4.541856},liveobjects
000VQ,2023-05-29 12:10:00,23.2,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.34428,"lon":4.541842},liveobjects
000VQ,2023-05-29 12:20:00,23.4,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.34437,"lon":4.54168},liveobjects
000VQ,2023-05-29 12:30:00,23.1,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.344776,"lon":4.541464},liveobjects
000VQ,2023-05-29 12:40:00,23.7,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.344887,"lon":4.54145},liveobjects
000VQ,2023-05-29 12:50:00,24.5,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.345,"lon":4.541436},liveobjects
000VQ,2023-05-29 13:00:00,24.4,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.34511,"lon":4.541422},liveobjects
000VQ,2023-05-29 13:10:00,24,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.345226,"lon":4.541408},liveobjects
000VQ,2023-05-29 13:20:00,23.9,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.345337,"lon":4.541395},liveobjects
000VQ,2023-05-29 13:30:00,23.9,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-05-29 13:40:00,24.1,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.34545,"lon":4.541381},liveobjects
000VQ,2023-05-29 13:50:00,23.6,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.345764,"lon":4.541233},liveobjects
000VQ,2023-05-29 14:00:00,22.9,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.345875,"lon":4.541219},liveobjects
000VQ,2023-05-29 14:10:00,21.6,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.345985,"lon":4.541205},liveobjects
000VQ,2023-05-29 14:20:00,20.9,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.3461,"lon":4.541192},liveobjects
000VQ,2023-05-29 14:30:00,20.3,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.34621,"lon":4.541178},liveobjects
000VQ,2023-05-29 14:40:00,19.2,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.34632,"lon":4.541164},liveobjects
000VQ,2023-05-29 14:50:00,18,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.346436,"lon":4.541151},liveobjects
000VQ,2023-05-29 15:00:00,17.1,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.34661,"lon":4.541175},liveobjects
000VQ,2023-05-29 15:10:00,16.2,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.34692,"lon":4.541029},liveobjects
000VQ,2023-05-29 15:20:00,15.7,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.34703,"lon":4.541015},liveobjects
000VQ,2023-05-29 15:30:00,15.2,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.347336,"lon":4.540875},liveobjects
000VQ,2023-05-29 15:40:00,14.6,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.34764,"lon":4.540731},liveobjects
000VQ,2023-05-29 15:50:00,14.3,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.34775,"lon":4.540718},liveobjects
000VQ,2023-05-29 16:00:00,14.1,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.347862,"lon":4.540704},liveobjects
000VQ,2023-05-29 16:10:00,14.2,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.347973,"lon":4.540691},liveobjects
000VQ,2023-05-29 16:20:00,14.1,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.348083,"lon":4.540677},liveobjects
000VQ,2023-05-29 16:30:00,13.9,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.348476,"lon":4.540465},liveobjects
000VQ,2023-05-29 16:40:00,13.5,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.348587,"lon":4.540452},liveobjects
000VQ,2023-05-29 16:50:00,13.4,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.348698,"lon":4.540439},liveobjects
000VQ,2023-05-29 17:00:00,13.5,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.348804,"lon":4.540425},liveobjects
000VQ,2023-05-29 17:10:00,13.7,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.348915,"lon":4.540412},liveobjects
000VQ,2023-05-29 17:20:00,13.8,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.349026,"lon":4.540399},liveobjects
000VQ,2023-05-29 17:30:00,13.8,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.349136,"lon":4.540385},liveobjects
000VQ,2023-05-29 17:40:00,13.9,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.349247,"lon":4.540372},liveobjects
000VQ,2023-05-29 17:50:00,13.8,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-05-29 18:00:00,13.9,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.349358,"lon":4.540359},liveobjects
000VQ,2023-05-29 18:10:00,13.9,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.349464,"lon":4.540346},liveobjects
000VQ,2023-05-29 18:20:00,14,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.349575,"lon":4.540332},liveobjects
000VQ,2023-05-29 18:30:00,14.4,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.349686,"lon":4.540319},liveobjects
000VQ,2023-05-29 18:40:00,14.6,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.349796,"lon":4.540306},liveobjects
000VQ,2023-05-29 18:50:00,14.4,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.349903,"lon":4.540293},liveobjects
000VQ,2023-05-29 19:00:00,14.1,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.350014,"lon":4.540279},liveobjects
000VQ,2023-05-29 19:10:00,13.7,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.350124,"lon":4.540266},liveobjects
000VQ,2023-05-29 19:20:00,13.6,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.35023,"lon":4.540253},liveobjects
000VQ,2023-05-29 19:30:00,13.4,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.350304,"lon":4.540221},liveobjects
000VQ,2023-05-29 19:50:00,13.3,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-29 20:00:00,13.5,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.350414,"lon":4.540208},liveobjects
000VQ,2023-05-29 20:10:00,14,,,80,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.35052,"lon":4.540195},liveobjects
000VQ,2023-05-29 20:20:00,14,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.35063,"lon":4.540182},liveobjects
000VQ,2023-05-29 20:30:00,14,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.35084,"lon":4.540114},liveobjects
000VQ,2023-05-29 20:40:00,13.8,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.35095,"lon":4.540101},liveobjects
000VQ,2023-05-29 20:50:00,13.8,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.35106,"lon":4.540088},liveobjects
000VQ,2023-05-29 21:00:00,13.9,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.351166,"lon":4.540075},liveobjects
000VQ,2023-05-29 21:10:00,14,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.351276,"lon":4.540062},liveobjects
000VQ,2023-05-29 21:20:00,14,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.351383,"lon":4.540049},liveobjects
000VQ,2023-05-29 21:30:00,13.9,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.351494,"lon":4.540036},liveobjects
000VQ,2023-05-29 21:40:00,14.2,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.3516,"lon":4.540023},liveobjects
000VQ,2023-05-29 21:50:00,14.3,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.351707,"lon":4.540009},liveobjects
000VQ,2023-05-29 22:00:00,14,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.351818,"lon":4.539996},liveobjects
000VQ,2023-05-29 22:10:00,13.9,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-05-29 22:20:00,13.9,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.352116,"lon":4.539854},liveobjects
000VQ,2023-05-29 22:30:00,13.8,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.352222,"lon":4.539841},liveobjects
000VQ,2023-05-29 22:40:00,13.9,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.35229,"lon":4.53981},liveobjects
000VQ,2023-05-29 22:50:00,13.8,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.3524,"lon":4.539797},liveobjects
000VQ,2023-05-29 23:00:00,13.8,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.35251,"lon":4.539784},liveobjects
000VQ,2023-05-29 23:10:00,13.6,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.352608,"lon":4.53973},liveobjects
000VQ,2023-05-29 23:20:00,13.8,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.352715,"lon":4.539717},liveobjects
000VQ,2023-05-29 23:30:00,13.9,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.352825,"lon":4.539704},liveobjects
000VQ,2023-05-29 23:40:00,14.2,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.353207,"lon":4.539497},liveobjects
000VQ,2023-05-29 23:50:00,14.6,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.353313,"lon":4.539484},liveobjects
000VQ,2023-05-30 00:00:00,14.6,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.353382,"lon":4.539453},liveobjects
000VQ,2023-05-30 00:10:00,14.7,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.35359,"lon":4.539386},liveobjects
000VQ,2023-05-30 00:20:00,15.2,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.353695,"lon":4.539374},liveobjects
000VQ,2023-05-30 00:30:00,15.4,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.3539,"lon":4.539307},liveobjects
000VQ,2023-05-30 00:40:00,15.2,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.354008,"lon":4.539295},liveobjects
000VQ,2023-05-30 00:50:00,15.2,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.354107,"lon":4.539241},liveobjects
000VQ,2023-05-30 01:00:00,14.4,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.354214,"lon":4.539229},liveobjects
000VQ,2023-05-30 01:10:00,13.8,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.35442,"lon":4.539163},liveobjects
000VQ,2023-05-30 01:20:00,13.8,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.35456,"lon":4.539034},liveobjects
000VQ,2023-05-30 01:30:00,13.8,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.354767,"lon":4.538968},liveobjects
000VQ,2023-05-30 01:40:00,13.9,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.35497,"lon":4.538902},liveobjects
000VQ,2023-05-30 01:50:00,14,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.35501,"lon":4.538826},liveobjects
000VQ,2023-05-30 02:00:00,14.1,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.355118,"lon":4.538814},liveobjects
000VQ,2023-05-30 02:10:00,14.3,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.355324,"lon":4.538748},liveobjects
000VQ,2023-05-30 02:20:00,14.2,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.35546,"lon":4.53862},liveobjects
000VQ,2023-05-30 02:30:00,13.9,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.355663,"lon":4.538554},liveobjects
000VQ,2023-05-30 02:40:00,13.7,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.35577,"lon":4.538542},liveobjects
000VQ,2023-05-30 02:50:00,13.7,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.35587,"lon":4.538489},liveobjects
000VQ,2023-05-30 03:00:00,13.8,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.35607,"lon":4.538424},liveobjects
000VQ,2023-05-30 03:10:00,14,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.35617,"lon":4.538371},liveobjects
000VQ,2023-05-30 03:20:00,13.9,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.356373,"lon":4.538307},liveobjects
000VQ,2023-05-30 03:30:00,13.7,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.356575,"lon":4.538242},liveobjects
000VQ,2023-05-30 03:40:00,13.7,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.356777,"lon":4.538177},liveobjects
000VQ,2023-05-30 03:50:00,13.7,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.356884,"lon":4.538164},liveobjects
000VQ,2023-05-30 04:00:00,14,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.357086,"lon":4.5381},liveobjects
000VQ,2023-05-30 04:10:00,14.2,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.35729,"lon":4.538035},liveobjects
000VQ,2023-05-30 04:20:00,14.1,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.357384,"lon":4.537983},liveobjects
000VQ,2023-05-30 04:30:00,13.8,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.35752,"lon":4.537855},liveobjects
000VQ,2023-05-30 04:40:00,14.2,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.357616,"lon":4.537803},liveobjects
000VQ,2023-05-30 04:50:00,14.6,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.357716,"lon":4.537751},liveobjects
000VQ,2023-05-30 05:00:00,14.7,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.35782,"lon":4.537739},liveobjects
000VQ,2023-05-30 05:10:00,14.9,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.35802,"lon":4.537675},liveobjects
000VQ,2023-05-30 05:20:00,15.1,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.358124,"lon":4.537662},liveobjects
000VQ,2023-05-30 05:30:00,15.3,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.358326,"lon":4.537598},liveobjects
000VQ,2023-05-30 05:40:00,15.3,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.358524,"lon":4.537534},liveobjects
000VQ,2023-05-30 05:50:00,15.5,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.358727,"lon":4.53747},liveobjects
000VQ,2023-05-30 06:00:00,15.8,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.35883,"lon":4.537458},liveobjects
000VQ,2023-05-30 06:10:00,16.1,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.359028,"lon":4.537394},liveobjects
000VQ,2023-05-30 06:20:00,16.6,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.35923,"lon":4.53733},liveobjects
000VQ,2023-05-30 06:30:00,17.3,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.35943,"lon":4.537266},liveobjects
000VQ,2023-05-30 06:40:00,17.8,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.359524,"lon":4.537215},liveobjects
000VQ,2023-05-30 06:50:00,17.7,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.359722,"lon":4.537151},liveobjects
000VQ,2023-05-30 07:00:00,17.8,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.35992,"lon":4.537087},liveobjects
000VQ,2023-05-30 07:10:00,18,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.36012,"lon":4.537024},liveobjects
000VQ,2023-05-30 07:20:00,18.3,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.360214,"lon":4.536972},liveobjects
000VQ,2023-05-30 07:30:00,18.2,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.360317,"lon":4.536961},liveobjects
000VQ,2023-05-30 07:40:00,18.3,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.360596,"lon":4.536827},liveobjects
000VQ,2023-05-30 07:50:00,18.4,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.36069,"lon":4.536775},liveobjects
000VQ,2023-05-30 08:00:00,18.8,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.36089,"lon":4.536712},liveobjects
000VQ,2023-05-30 08:10:00,19.1,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.360985,"lon":4.536661},liveobjects
000VQ,2023-05-30 08:20:00,19,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.36118,"lon":4.536598},liveobjects
000VQ,2023-05-30 08:30:00,19.3,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.361282,"lon":4.536586},liveobjects
000VQ,2023-05-30 08:40:00,19.4,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.361385,"lon":4.536575},liveobjects
000VQ,2023-05-30 08:50:00,19.4,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.36149,"lon":4.536563},liveobjects
000VQ,2023-05-30 09:00:00,19.6,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 09:10:00,19.5,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.36159,"lon":4.536551},liveobjects
000VQ,2023-05-30 09:20:00,20.2,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 09:30:00,20.4,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 09:40:00,20.5,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.36169,"lon":4.536539},liveobjects
000VQ,2023-05-30 09:50:00,20.5,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.361794,"lon":4.536528},liveobjects
000VQ,2023-05-30 10:00:00,21.4,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.361897,"lon":4.536516},liveobjects
000VQ,2023-05-30 10:10:00,21.2,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 10:20:00,21.8,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.362,"lon":4.536505},liveobjects
000VQ,2023-05-30 10:30:00,21.8,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.3621,"lon":4.536493},liveobjects
000VQ,2023-05-30 10:40:00,21.9,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 10:50:00,21.8,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.3622,"lon":4.536481},liveobjects
000VQ,2023-05-30 11:00:00,21.6,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.362305,"lon":4.53647},liveobjects
000VQ,2023-05-30 11:10:00,21.9,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.362404,"lon":4.536458},liveobjects
000VQ,2023-05-30 11:20:00,22.5,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.362507,"lon":4.536446},liveobjects
000VQ,2023-05-30 11:30:00,22.6,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36261,"lon":4.536435},liveobjects
000VQ,2023-05-30 11:40:00,23.3,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36271,"lon":4.536423},liveobjects
000VQ,2023-05-30 11:50:00,23.9,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.362812,"lon":4.536412},liveobjects
000VQ,2023-05-30 12:00:00,22.8,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36291,"lon":4.5364},liveobjects
000VQ,2023-05-30 12:10:00,23.6,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 12:20:00,24.3,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 12:30:00,23,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.363274,"lon":4.536202},liveobjects
000VQ,2023-05-30 12:40:00,22.5,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 12:50:00,23.9,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.363373,"lon":4.53619},liveobjects
000VQ,2023-05-30 13:00:00,24.1,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 13:10:00,24.2,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.363644,"lon":4.53606},liveobjects
000VQ,2023-05-30 13:20:00,24.4,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.363747,"lon":4.536049},liveobjects
000VQ,2023-05-30 13:30:00,24.5,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 13:40:00,24.3,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.363846,"lon":4.536037},liveobjects
000VQ,2023-05-30 13:50:00,23.7,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.364025,"lon":4.53598},liveobjects
000VQ,2023-05-30 14:00:00,23.2,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36421,"lon":4.535923},liveobjects
000VQ,2023-05-30 14:10:00,23.8,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 14:20:00,23.9,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.364307,"lon":4.535911},liveobjects
000VQ,2023-05-30 14:30:00,24.4,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.36441,"lon":4.5359},liveobjects
000VQ,2023-05-30 14:40:00,24.1,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36451,"lon":4.535889},liveobjects
000VQ,2023-05-30 14:50:00,23.5,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.36461,"lon":4.535877},liveobjects
000VQ,2023-05-30 15:00:00,23.2,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.36471,"lon":4.535866},liveobjects
000VQ,2023-05-30 15:10:00,23.4,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 15:20:00,23.7,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-05-30 15:30:00,23.3,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.36481,"lon":4.535855},liveobjects
000VQ,2023-05-30 15:40:00,23.2,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.36491,"lon":4.535843},liveobjects
