station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000VQ,2023-10-18 23:40:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
000VQ,2023-10-18 23:50:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66201,"lon":4.469245},liveobjects
000VQ,2023-10-19 00:00:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 00:10:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 00:20:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 00:30:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 00:40:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 00:50:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.662014,"lon":4.469247},liveobjects
000VQ,2023-10-19 01:00:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.662018,"lon":4.469249},liveobjects
000VQ,2023-10-19 01:10:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66201,"lon":4.469247},liveobjects
000VQ,2023-10-19 01:20:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 01:30:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.662014,"lon":4.469249},liveobjects
000VQ,2023-10-19 01:40:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.662018,"lon":4.469251},liveobjects
000VQ,2023-10-19 01:50:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 02:00:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 02:10:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.662018,"lon":4.469243},liveobjects
000VQ,2023-10-19 02:20:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.66202,"lon":4.469245},liveobjects
000VQ,2023-10-19 02:30:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 02:40:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 02:50:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 03:00:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 03:10:00,14.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.662025,"lon":4.469247},liveobjects
000VQ,2023-10-19 03:20:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 03:30:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.66203,"lon":4.469249},liveobjects
000VQ,2023-10-19 03:40:00,14.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.662033,"lon":4.469251},liveobjects
000VQ,2023-10-19 03:50:00,14.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662037,"lon":4.469253},liveobjects
000VQ,2023-10-19 04:00:00,14.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.66204,"lon":4.469255},liveobjects
000VQ,2023-10-19 04:10:00,14.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 04:20:00,14.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.662045,"lon":4.469257},liveobjects
000VQ,2023-10-19 04:30:00,14.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 04:40:00,14.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662045,"lon":4.469249},liveobjects
000VQ,2023-10-19 04:50:00,14.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.66205,"lon":4.469251},liveobjects
000VQ,2023-10-19 05:00:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.662052,"lon":4.469253},liveobjects
000VQ,2023-10-19 05:10:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 05:20:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662056,"lon":4.469255},liveobjects
000VQ,2023-10-19 05:30:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 05:40:00,14.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 05:50:00,14.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.66206,"lon":4.469257},liveobjects
000VQ,2023-10-19 06:00:00,14.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662064,"lon":4.469227},liveobjects
000VQ,2023-10-19 06:10:00,14.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662067,"lon":4.469229},liveobjects
000VQ,2023-10-19 06:20:00,14.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 06:30:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.66206,"lon":4.469227},liveobjects
000VQ,2023-10-19 06:40:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.66204,"lon":4.469214},liveobjects
000VQ,2023-10-19 06:50:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 07:00:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 07:10:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 07:20:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 07:30:00,14.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.662018,"lon":4.469202},liveobjects
000VQ,2023-10-19 07:40:00,14.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 07:50:00,14.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.662,"lon":4.469189},liveobjects
000VQ,2023-10-19 08:00:00,14.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.662003,"lon":4.469191},liveobjects
000VQ,2023-10-19 08:10:00,14.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.662,"lon":4.469188},liveobjects
000VQ,2023-10-19 08:20:00,14.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 08:30:00,14.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 08:40:00,14.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 08:50:00,15,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 09:00:00,15,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.662003,"lon":4.46919},liveobjects
000VQ,2023-10-19 09:10:00,15.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 09:20:00,15.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.662003,"lon":4.469192},liveobjects
000VQ,2023-10-19 09:30:00,15.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 09:40:00,15.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.662006,"lon":4.469194},liveobjects
000VQ,2023-10-19 09:50:00,15.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.66201,"lon":4.469196},liveobjects
000VQ,2023-10-19 10:00:00,15.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 10:10:00,15.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.662014,"lon":4.469198},liveobjects
000VQ,2023-10-19 10:20:00,15.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.662018,"lon":4.4692},liveobjects
000VQ,2023-10-19 10:30:00,15.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 10:40:00,15.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.66202,"lon":4.469202},liveobjects
000VQ,2023-10-19 10:50:00,15.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.662025,"lon":4.469204},liveobjects
000VQ,2023-10-19 11:00:00,16,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.66203,"lon":4.469206},liveobjects
000VQ,2023-10-19 11:10:00,16.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.662033,"lon":4.469208},liveobjects
000VQ,2023-10-19 11:20:00,16.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.662014,"lon":4.469195},liveobjects
000VQ,2023-10-19 11:30:00,16.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 11:40:00,16.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.662018,"lon":4.469197},liveobjects
000VQ,2023-10-19 11:50:00,16.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.66201,"lon":4.469194},liveobjects
000VQ,2023-10-19 12:00:00,16.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 12:10:00,16.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 12:20:00,16.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.662014,"lon":4.469196},liveobjects
000VQ,2023-10-19 12:30:00,16.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.662018,"lon":4.469198},liveobjects
000VQ,2023-10-19 12:40:00,16.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.66202,"lon":4.4692},liveobjects
000VQ,2023-10-19 12:50:00,16.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 13:00:00,16.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 13:10:00,16.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 13:20:00,16,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 13:30:00,16,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 13:40:00,16.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662025,"lon":4.469202},liveobjects
000VQ,2023-10-19 13:50:00,16.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 14:00:00,16.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 14:10:00,16.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66203,"lon":4.469204},liveobjects
000VQ,2023-10-19 14:20:00,16.6,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662033,"lon":4.469206},liveobjects
000VQ,2023-10-19 14:30:00,16.7,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66201,"lon":4.469195},liveobjects
000VQ,2023-10-19 14:40:00,16.7,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 14:50:00,16.6,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 15:00:00,16.6,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.662014,"lon":4.469197},liveobjects
000VQ,2023-10-19 15:10:00,16.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.662018,"lon":4.469199},liveobjects
000VQ,2023-10-19 15:20:00,16.6,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 15:30:00,16.6,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66202,"lon":4.469201},liveobjects
000VQ,2023-10-19 15:40:00,16.5,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 15:50:00,16.4,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 16:00:00,16.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.662025,"lon":4.469203},liveobjects
000VQ,2023-10-19 16:10:00,16.3,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66203,"lon":4.469205},liveobjects
000VQ,2023-10-19 16:20:00,16.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 16:30:00,16.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 16:40:00,16.1,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662006,"lon":4.469192},liveobjects
000VQ,2023-10-19 16:50:00,15.9,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 17:00:00,15.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66201,"lon":4.469194},liveobjects
000VQ,2023-10-19 17:10:00,15.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.662006,"lon":4.469192},liveobjects
000VQ,2023-10-19 17:20:00,15.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66201,"lon":4.469194},liveobjects
000VQ,2023-10-19 17:30:00,15.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662003,"lon":4.469191},liveobjects
000VQ,2023-10-19 17:40:00,15.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 17:50:00,15.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.662006,"lon":4.469193},liveobjects
000VQ,2023-10-19 18:00:00,15.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.661987,"lon":4.46918},liveobjects
000VQ,2023-10-19 18:10:00,15.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.66199,"lon":4.469182},liveobjects
000VQ,2023-10-19 18:20:00,15.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.66199,"lon":4.469184},liveobjects
000VQ,2023-10-19 18:30:00,15.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 18:40:00,15.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.662,"lon":4.469186},liveobjects
000VQ,2023-10-19 18:50:00,15.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.662,"lon":4.469178},liveobjects
000VQ,2023-10-19 19:00:00,15.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 19:10:00,15.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.662003,"lon":4.46918},liveobjects
000VQ,2023-10-19 19:20:00,15.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662006,"lon":4.46915},liveobjects
000VQ,2023-10-19 19:30:00,15.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.66201,"lon":4.469152},liveobjects
000VQ,2023-10-19 19:40:00,15.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 19:50:00,15.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.66201,"lon":4.469145},liveobjects
000VQ,2023-10-19 20:00:00,15.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.662014,"lon":4.469147},liveobjects
000VQ,2023-10-19 20:10:00,15.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.662018,"lon":4.469149},liveobjects
000VQ,2023-10-19 20:20:00,15.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66202,"lon":4.469151},liveobjects
000VQ,2023-10-19 20:30:00,15.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.662025,"lon":4.469153},liveobjects
000VQ,2023-10-19 20:40:00,15.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66203,"lon":4.469155},liveobjects
000VQ,2023-10-19 20:50:00,15.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.66201,"lon":4.469142},liveobjects
000VQ,2023-10-19 21:00:00,15.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.66201,"lon":4.469144},liveobjects
000VQ,2023-10-19 21:10:00,15.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.662018,"lon":4.469146},liveobjects
000VQ,2023-10-19 21:20:00,15.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.662018,"lon":4.469148},liveobjects
000VQ,2023-10-19 21:30:00,15,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 21:40:00,15.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.662,"lon":4.469135},liveobjects
000VQ,2023-10-19 21:50:00,15.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.662003,"lon":4.469137},liveobjects
000VQ,2023-10-19 22:00:00,15.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.661983,"lon":4.469124},liveobjects
000VQ,2023-10-19 22:10:00,15.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 22:20:00,15.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 22:30:00,15.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 22:40:00,15.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.661987,"lon":4.469125},liveobjects
000VQ,2023-10-19 22:50:00,15.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 23:00:00,15.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 23:10:00,15.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 23:20:00,15.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.66198,"lon":4.469123},liveobjects
000VQ,2023-10-19 23:30:00,15.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null},liveobjects
000VQ,2023-10-19 23:40:00,15.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.661983,"lon":4.469125},liveobjects
000VQ,2023-10-19 23:50:00,15.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.661987,"lon":4.469127},liveobjects
000VQ,2023-10-20 00:00:00,15.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.66199,"lon":4.469129},liveobjects
000VQ,2023-10-20 00:10:00,15.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.661995,"lon":4.469131},liveobjects
000VQ,2023-10-20 00:20:00,15.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
000VQ,2023-10-20 00:30:00,15.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
000VQ,2023-10-20 00:40:00,15.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.661976,"lon":4.469119},liveobjects
000VQ,2023-10-20 00:50:00,15.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.66198,"lon":4.469121},liveobjects
000VQ,2023-10-20 01:00:00,16,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.66198,"lon":4.469123},liveobjects
000VQ,2023-10-20 01:10:00,16,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.661983,"lon":4.469125},liveobjects
000VQ,2023-10-20 01:20:00,16.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.661987,"lon":4.469127},liveobjects
000VQ,2023-10-20 01:30:00,16.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.66199,"lon":4.469129},liveobjects
000VQ,2023-10-20 01:40:00,16.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null},liveobjects
000VQ,2023-10-20 01:50:00,16.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.661995,"lon":4.469131},liveobjects
000VQ,2023-10-20 02:00:00,16.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.66198,"lon":4.469109},liveobjects
000VQ,2023-10-20 02:10:00,16.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.66196,"lon":4.469096},liveobjects
000VQ,2023-10-20 02:20:00,16.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.66196,"lon":4.469098},liveobjects
000VQ,2023-10-20 02:30:00,16.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.66194,"lon":4.469085},liveobjects
000VQ,2023-10-20 02:40:00,16.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.661945,"lon":4.469087},liveobjects
000VQ,2023-10-20 02:50:00,15.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.66195,"lon":4.469057},liveobjects
000VQ,2023-10-20 03:00:00,13.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null},liveobjects
000VQ,2023-10-20 03:10:00,12.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.66195,"lon":4.469049},liveobjects
000VQ,2023-10-20 03:20:00,12.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null},liveobjects
000VQ,2023-10-20 03:30:00,12.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.661953,"lon":4.469051},liveobjects
000VQ,2023-10-20 03:40:00,12.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.661957,"lon":4.469053},liveobjects
000VQ,2023-10-20 03:50:00,12.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.66196,"lon":4.469055},liveobjects
000VQ,2023-10-20 04:00:00,12.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.661964,"lon":4.469057},liveobjects
000VQ,2023-10-20 04:10:00,12.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null},liveobjects
000VQ,2023-10-20 04:20:00,12.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":44.66197,"lon":4.469059},liveobjects
000VQ,2023-10-20 04:30:00,12.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null},liveobjects
000VQ,2023-10-20 04:40:00,12.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":44.661972,"lon":4.469061},liveobjects
000VQ,2023-10-20 04:50:00,12.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
000VQ,2023-10-20 05:00:00,12.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":44.661976,"lon":4.469063},liveobjects
000VQ,2023-10-20 05:10:00,12,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null},liveobjects
