station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,ensoleillement,temperature_sol,temps_omm,source,radiations,neige_au_sol,nebulosite,raw_msg
07190,2003-01-01 00:00:00,2,1014.8,0.5,96,1.4,4000,11.112,,,10,,,,0.4,2,,,,,50,og-post,,,,AAXX 01004 07190 01240 80106 10020 20014 39958 40148 51005 60021 75065 876// 333 69947 87705=
07190,2003-01-01 01:00:00,1.9,1014.9,0.3,97,1.5,1400,7.408,,,30,,,0.8,,,,,,,,og-post,,,,AAXX 01014 07190 26214 80304 10019 20015 39959 40149 52003 333 69985=
07190,2003-01-01 02:00:00,1.8,1015.3,0.6,96,1.2,,7.408,,,50,,,,,,,,,,,og-post,,,,AAXX 01024 07190 262// 80504 10018 20012 39963 40153 53006 333 69905=
07190,2003-01-01 03:00:00,1.9,1015.3,0.5,96,1.3,5000,3.704,,,340,,,,0.8,,,,,,20,og-post,,,,AAXX 01034 07190 21250 83402 10019 20013 39963 40153 51005 72052 876// 333 69987 87706=
07190,2003-01-01 04:00:00,1.9,1014.8,-0.1,97,1.5,5000,3.704,,,350,,,,,,,,,,,og-post,,,,AAXX 01044 07190 32250 83502 10019 20015 39958 40148 58001 876// 333 87704=
07190,2003-01-01 05:00:00,2.1,1014.7,-0.6,97,1.7,5000,,,,,,,,,,,,,,,og-post,,,,AAXX 01054 07190 32250 80000 10021 20017 39957 40147 58006 876// 333 87704=
07190,2003-01-01 06:00:00,2.2,1014.7,-0.6,96,1.6,5000,3.704,,,110,1.7,3.2,,,,2,4,0,2,3,og-post,,,,AAXX 01064 07190 11150 81102 10022 20016 39957 40147 56006 60022 70365 875// 333 10032 20017 32002 55000 70040 84703 87625=
07190,2003-01-01 07:00:00,2.5,1014.5,-0.3,97,2.1,4000,3.704,,,210,,,,,,,,,,10,og-post,,,,AAXX 01074 07190 31140 82102 10025 20021 39955 40145 58003 71022 876// 333 87703=
07190,2003-01-01 08:00:00,2.7,1014.4,-0.2,98,2.4,200,7.408,,,210,,,,,,,,,,47,og-post,,,,AAXX 01084 07190 31/02 92104 10027 20024 39955 40144 57002 74742=
07190,2003-01-01 09:00:00,3.1,1013.9,-0.7,98,2.8,300,3.704,,,180,,,,,,,,,,45,og-post,,,,AAXX 01094 07190 31/03 91802 10031 20028 39950 40139 58007 74542=
07190,2003-01-01 10:00:00,4.3,1013.1,-1.2,99,4.2,1200,11.112,,,180,,,,,,,,,,28,og-post,,,,AAXX 01104 07190 31112 81806 10043 20042 39943 40131 58012 72842 876// 333 87702=
07190,2003-01-01 11:00:00,6.6,1011.4,-2.7,98,6.3,7000,14.816,,,190,,,,,,,,,,,og-post,,,,AAXX 01114 07190 32457 61908 10066 20063 39928 40114 58027 84801 333 81810 84630=
07190,2003-01-01 12:00:00,8,1009.7,-3.8,90,6.5,10000,14.816,,,180,,,,,,,,,,2,og-post,,,,AAXX 01124 07190 31360 71808 10080 20065 39912 40097 58038 70242 82831 333 81808 83359 85073=
07190,2003-01-01 13:00:00,8.7,1008.6,-4.1,89,7,15000,11.112,,,200,,,,,,,,,,,og-post,,,,AAXX 01134 07190 32465 72006 10087 20070 39902 40086 56041 81131 333 81810 85358 85073=
07190,2003-01-01 14:00:00,9.1,1007.6,-3.6,86,6.9,20000,14.816,,,190,,,,,,,,,,,og-post,,,,AAXX 01144 07190 32570 71908 10091 20069 39892 40076 56036 8117/ 333 81820 83360 85364=
07190,2003-01-01 15:00:00,9.4,1006.5,-3,83,6.7,20000,18.52,,,190,,,,,,,,,,,og-post,,,,AAXX 01154 07190 32570 71910 10094 20067 39882 40065 57030 8287/ 333 81820 86359=
07190,2003-01-01 16:00:00,9.1,1005.5,-3,84,6.5,15000,18.52,,,210,,,0.2,,,,,,,21,og-post,,,,AAXX 01164 07190 21665 82110 10091 20065 39872 40055 57030 72162 875// 333 69925 87643=
07190,2003-01-01 17:00:00,8.6,1004.4,-3.1,89,6.9,15000,22.224,,,200,,,0.8,,,,,,,61,og-post,,,,AAXX 01174 07190 21665 82012 10086 20069 39861 40044 58031 76162 885// 333 69985 83646 87656=
07190,2003-01-01 18:00:00,9.1,1003.2,-3.3,84,6.5,15000,25.928,,,200,2.2,9.5,,1,,1,,,,21,og-post,,,,AAXX 01184 07190 01565 82014 10091 20065 39849 40032 58033 60012 72162 885// 333 10095 20022 60017 87630=
07190,2003-01-01 19:00:00,9.5,1002.6,-2.9,85,7.1,15000,29.632,,,200,,,,,,,,,,,og-post,,,,AAXX 01194 07190 32565 82016 10095 20071 39843 40026 56029 885// 333 87628=
07190,2003-01-01 20:00:00,9.8,1002,-2.3,87,7.7,15000,29.632,,,190,,,,,,,,,,21,og-post,,,,AAXX 01204 07190 21565 81916 10098 20077 39838 40020 56023 72162 885// 333 69905 87628=
07190,2003-01-01 21:00:00,11.1,1001.7,-1.3,83,8.3,15000,22.224,53.708,,190,,,,,,,,,,2,og-post,,,,AAXX 01214 07190 21565 81912 10111 20083 39836 40017 56013 70262 875// 333 69907 87626 91129=
07190,2003-01-01 22:00:00,11.3,1001.7,-0.7,84,8.7,,14.816,,,180,,,,,,,,,,,og-post,,,,AAXX 01224 07190 366// 71808 10113 20087 39836 40017 56007=
07190,2003-01-01 23:00:00,11.8,1001.6,-0.3,81,8.6,,14.816,,,180,,,,,,,,,,,og-post,,,,AAXX 01234 07190 366// 71808 10118 20086 39835 40016 56003=
07190,2003-01-02 00:00:00,12.1,1001.7,-0,81,8.9,15000,14.816,53.708,,210,,,,,,,,,,1,og-post,,,,AAXX 02004 07190 11565 72108 10121 20089 39836 40017 55000 69901 70162 875// 333 87630 91129=
07190,2003-01-02 01:00:00,12.5,1001.4,-0.2,79,9,,22.224,,,200,,,,,,,,,,,og-post,,,,AAXX 02014 07190 366// 82012 10125 20090 39834 40014 58002=
07190,2003-01-02 03:00:00,13.3,1001.2,-0.4,74,8.8,15000,18.52,,,190,,,,,,,,,,,og-post,,,,AAXX 02034 07190 32565 71910 10133 20088 39832 40012 58004 875// 333 87630=
07190,2003-01-02 04:00:00,12.9,1000.7,-0.7,78,9.2,15000,22.224,,,200,,,,,,,,,,,og-post,,,,AAXX 02044 07190 32565 72012 10129 20092 39827 40007 58007 875// 333 87630=
07190,2003-01-02 05:00:00,13,999.9,-1.7,77,9.1,15000,14.816,,,200,,,,,,,,,,,og-post,,,,AAXX 02054 07190 32565 72008 10130 20091 39819 49999 58017 875// 333 87631=
07190,2003-01-02 06:00:00,13.3,998.7,-2.4,75,9,15000,22.224,,,210,9.1,13.7,,,,,1,0.9,8,,og-post,,,,AAXX 02064 07190 12565 72112 10133 20090 39808 49987 58024 69902 875// 333 10137 20091 31008 55009 70010 87631=
07190,2003-01-02 07:00:00,11.8,997.7,-3,90,10.2,8000,25.928,,,180,,,0.2,,,,,,,61,og-post,,,,AAXX 02074 07190 21558 71814 10118 20102 39797 49977 58030 76162 875// 333 69925 87630=
