station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,ensoleillement,temperature_sol,temps_omm,source,radiations,neige_au_sol,nebulosite,raw_msg
07481,2005-01-01 00:00:00,2.2,1032.1,-0.1,96,1.6,3000,7.408,11.112,,160,,,,,,,,,,51,og-post,,,,AAXX 01004 07481 01230 81604 10022 20016 30020 40321 58001 69901 75152 886// 333 69907 88704 90710 91106 555 69905=
07481,2005-01-01 01:00:00,2.2,1031.9,-0.5,93,1.2,5000,3.704,7.408,,140,,,,,,,,,,20,og-post,,,,AAXX 01014 07481 21250 81402 10022 20012 30018 40319 58005 72052 885// 333 69905 81704 87621 90710 91104=
07481,2005-01-01 02:00:00,2.4,1031.7,-0.7,89,0.8,5000,7.408,7.408,,130,,,0,,,,,,,,og-post,,,,AAXX 01024 07481 22250 81304 10024 20008 30016 40317 56007 885// 333 60005 82706 87615 90710 91104=
07481,2005-01-01 03:00:00,2.7,1031.3,-0.7,91,1.4,5000,3.704,7.408,,90,,,0,,,,,,,3,og-post,,,,AAXX 01034 07481 21250 80902 10027 20014 30013 40313 58007 70352 886// 333 69907 87705 90710 91104 555 60005=
07481,2005-01-01 04:00:00,2.7,1031,-0.8,92,1.5,5000,3.704,3.704,,80,,,0,,,,,,,,og-post,,,,AAXX 01044 07481 22250 80802 10027 20015 30010 40310 58008 886// 333 60005 85705 87710 90710 91102=
07481,2005-01-01 05:00:00,3,1031,-0.6,95,2.3,5000,7.408,7.408,,100,,,0,,,,,,,,og-post,,,,AAXX 01054 07481 22250 81004 10030 20023 30010 40310 56006 886// 333 60005 88705 90710 91104=
07481,2005-01-01 06:00:00,3,1031.1,-0.2,92,1.8,5000,,11.112,,,2.2,3,0,0,,,0,0,2,3,og-post,,,,AAXX 01064 07481 01250 80000 10030 20018 30011 40311 55002 69902 70352 886// 333 10030 20022 31002 55000 60007 79999 88706 90710 91106 555 60005=
07481,2005-01-01 07:00:00,3.1,1031.1,0.1,91,1.8,5000,,11.112,,,,,0,,,,,,,,og-post,,,,AAXX 01074 07481 22250 80000 10031 20018 30011 40311 52001 886// 333 60005 88704 90710 91106=
07481,2005-01-01 09:00:00,4.6,1031,0.1,86,2.5,5000,11.112,18.52,,130,,,0,0,,,,,,,og-post,,,,AAXX 01094 07481 22250 71306 10046 20025 30012 40310 53001 876// 333 60007 87703 90710 91110 555 60005=
07481,2005-01-01 10:00:00,5.2,1031.3,0.4,90,3.7,6000,7.408,18.52,,120,,,0,,,,,,,,og-post,,,,AAXX 01104 07481 22256 71204 10052 20037 30015 40313 53004 876// 333 60005 87703 90710 91110=
07481,2005-01-01 11:00:00,6.3,1030.9,0.2,90,4.8,6000,7.408,14.816,,160,,,0,,,,,,,,og-post,,,,AAXX 01114 07481 22256 71604 10063 20048 30013 40309 50002 876// 333 60005 87704 90710 91108=
07481,2005-01-01 12:00:00,6.6,1030.4,-0.4,90,5.1,7000,7.408,14.816,,120,,,0,0,,,,,,,og-post,,,,AAXX 01124 07481 02257 71204 10066 20051 30008 40304 58004 60001 876// 333 60007 87704 90710 91108 555 60005=
07481,2005-01-01 15:00:00,8.4,1029.1,-1.1,85,6,7000,3.704,11.112,,70,,,0,0,,,,,,,og-post,,,,AAXX 01154 07481 22557 60702 10084 20060 39997 40291 56011 86500 333 60007 85631 85650 90710 91106 555 60005=
