station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0311,2024-08-23 09:30:00,20.2,,,65,13.5,,,,,,11.3,20.2,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 09:40:00,20.4,,,63,13.2,,,,,,11.3,20.4,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 09:50:00,20.4,,,64,13.3,,,,,,11.3,20.4,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 10:00:00,20.5,,,62,13,,,,,,11.3,20.5,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 10:10:00,20.7,,,61,12.9,,,,,,11.3,20.7,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 10:20:00,21,,,62,13.5,,,,,,11.3,21,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 10:30:00,21.6,,,62,14,,,,,,11.3,21.6,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 10:40:00,22.1,,,52,11.6,,,,,,11.3,22.1,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 10:50:00,22.3,,,55,12.9,,,,,,11.3,22.3,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 11:00:00,22.1,,,55,12.5,,,,,,11.3,22.3,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 11:10:00,21.9,,,53,11.8,,,,,,11.3,22.3,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 11:20:00,22.5,,,55,12.9,,,,,,11.3,22.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 11:30:00,22.7,,,55,13.3,,,,,,11.3,22.7,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 11:40:00,22.9,,,55,13.5,,,,,,11.3,22.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 11:50:00,23.4,,,54,13.5,,,,,,11.3,23.4,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 12:00:00,23.2,,,54,13.4,,,,,,11.3,23.4,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 12:10:00,23.4,,,51,12.7,,,,,,11.3,23.4,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 12:20:00,23.7,,,56,14.3,,,,,,11.3,23.7,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 12:30:00,23.6,,,53,13.3,,,,,,11.3,23.7,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 12:40:00,23.4,,,47,11.5,,,,,,11.3,23.7,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 12:50:00,23.9,,,50,12.9,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 13:00:00,23.7,,,49,12.2,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 13:10:00,23.5,,,53,13.4,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 13:20:00,23.7,,,46,11.2,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 13:30:00,23.4,,,49,12.1,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 13:40:00,23.4,,,47,11.5,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 13:50:00,23.3,,,47,11.4,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 14:00:00,23.3,,,48,11.7,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 14:10:00,23.4,,,44,10.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 14:20:00,23.3,,,45,10.7,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 14:30:00,23,,,42,9.2,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 14:40:00,23.1,,,45,10.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 14:50:00,23,,,41,8.8,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 15:00:00,22.7,,,42,9.2,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 15:10:00,22.4,,,45,9.7,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 15:20:00,22.1,,,42,8.7,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 15:30:00,22.1,,,43,9,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 15:40:00,21.9,,,42,8.5,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 15:50:00,21.6,,,39,7,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 16:00:00,21.1,,,43,8,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 16:10:00,21,,,45,8.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 16:20:00,20.7,,,45,8.4,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 16:30:00,20.2,,,48,8.8,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 16:40:00,19.9,,,50,9.1,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 16:50:00,19.7,,,50,9.1,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 17:00:00,19.2,,,51,8.9,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 17:10:00,18.7,,,54,9.1,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 17:20:00,18.5,,,56,9.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 17:30:00,18,,,59,9.8,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 17:40:00,17.7,,,60,9.8,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 17:50:00,17.3,,,62,9.8,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 18:00:00,16.8,,,63,9.8,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 18:10:00,16.4,,,66,10,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 18:20:00,15.8,,,67,9.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 18:30:00,15.2,,,69,9.5,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 18:40:00,14.8,,,72,9.7,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 18:50:00,14.4,,,73,9.7,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 19:00:00,14,,,74,9.5,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 19:10:00,13.7,,,76,9.5,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 19:20:00,13.7,,,76,9.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 19:30:00,13.9,,,77,9.9,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 19:40:00,14.7,,,76,10.4,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 19:50:00,15.1,,,74,10.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 20:00:00,15.2,,,74,10.5,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 20:10:00,15.1,,,71,9.9,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 20:20:00,15.3,,,68,9.3,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 20:30:00,15.2,,,63,8.2,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 20:40:00,15.1,,,64,8.4,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 20:50:00,15.1,,,65,8.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 21:00:00,15.1,,,63,8.2,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 21:10:00,15.2,,,61,7.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 21:20:00,15.2,,,61,7.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 21:30:00,15.3,,,60,7.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 21:40:00,15.4,,,57,7,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 21:50:00,15.6,,,56,6.8,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 22:00:00,15.6,,,57,7.1,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 22:10:00,15.6,,,61,8.1,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 22:20:00,15.9,,,59,7.9,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 22:30:00,15.9,,,58,7.5,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 22:40:00,16,,,59,8.1,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 22:50:00,15.9,,,64,9.1,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 23:00:00,16.2,,,64,9.3,,,,,,11.3,23.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 23:10:00,16.5,,,62,9.2,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 23:20:00,16.4,,,68,10.6,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 23:30:00,16.1,,,73,11.2,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 23:40:00,16,,,76,11.7,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-23 23:50:00,15.9,,,78,12.1,,,,,,11.3,23.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 00:00:00,15.7,,,81,12.4,,,,,,,,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 00:10:00,15.9,,,80,12.5,,,,,,15.9,15.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 00:20:00,16,,,79,12.4,,,,,,15.9,16,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 00:30:00,16.2,,,77,12.2,,,,,,15.9,16.2,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 00:40:00,16.5,,,74,11.8,,,,,,15.9,16.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 00:50:00,16.9,,,71,11.5,,,,,,15.9,16.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 01:00:00,16.9,,,71,11.6,,,,,,15.9,16.9,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 01:10:00,16.9,,,71,11.6,,,,,,15.9,16.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 01:20:00,16.8,,,71,11.6,,,,,,15.9,16.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 01:30:00,16.8,,,70,11.2,,,,,,15.9,16.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 01:40:00,17.1,,,67,10.9,,,,,,15.9,17.1,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 01:50:00,17.3,,,64,10.4,,,,,,15.9,17.3,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 02:00:00,17.4,,,63,10.3,,,,,,15.9,17.4,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 02:10:00,17.5,,,62,10.2,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 02:20:00,17.5,,,62,10,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 02:30:00,17.4,,,60,9.6,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 02:40:00,17.4,,,60,9.7,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 02:50:00,17.2,,,61,9.6,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 03:00:00,17.2,,,62,9.9,,,,,,15.9,17.5,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 03:10:00,17,,,64,10,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 03:20:00,17,,,66,10.5,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 03:30:00,16.8,,,68,10.9,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 03:40:00,16.8,,,69,11.1,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 03:50:00,16.7,,,70,11.3,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 04:00:00,16.6,,,71,11.4,,,,,,15.9,17.5,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 04:10:00,16.5,,,72,11.3,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 04:20:00,16.5,,,71,11.3,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 04:30:00,16.6,,,71,11.3,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 04:40:00,16.6,,,71,11.2,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 04:50:00,16.7,,,69,11,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 05:00:00,16.9,,,69,11.1,,,,,,15.9,17.5,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 05:10:00,17.1,,,68,11.2,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 05:20:00,17.2,,,69,11.5,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 05:30:00,17.3,,,70,11.7,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 05:40:00,17.4,,,71,12.1,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 05:50:00,17.5,,,72,12.3,,,,,,15.9,17.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 06:00:00,17.8,,,72,12.6,,,,,,15.9,17.8,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 06:10:00,18,,,70,12.4,,,,,,15.9,18,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 06:20:00,18.1,,,70,12.6,,,,,,15.9,18.1,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 06:30:00,18.2,,,71,12.8,,,,,,15.9,18.2,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 06:40:00,18.4,,,71,13,,,,,,15.9,18.4,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 06:50:00,18.5,,,71,13.2,,,,,,15.9,18.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 07:00:00,18.6,,,71,13.2,,,,,,15.9,18.6,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 07:10:00,18.8,,,71,13.4,,,,,,15.9,18.8,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 07:20:00,18.9,,,70,13.4,,,,,,15.9,18.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 07:30:00,18.9,,,71,13.5,,,,,,15.9,18.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 07:40:00,19,,,71,13.6,,,,,,15.9,19,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 07:50:00,18.9,,,73,13.9,,,,,,15.9,19,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 08:00:00,19.4,,,71,14.1,,,,,,15.9,19.4,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 08:10:00,19.5,,,70,14,,,,,,15.9,19.5,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 08:20:00,19.6,,,70,13.9,,,,,,15.9,19.6,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 08:30:00,19.9,,,69,14.1,,,,,,15.9,19.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 08:40:00,19.9,,,69,14,,,,,,15.9,19.9,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 08:50:00,20.3,,,69,14.3,,,,,,15.9,20.3,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 09:00:00,20.3,,,68,14.2,,,,,,15.9,20.3,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 09:10:00,20.7,,,68,14.5,,,,,,15.9,20.7,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 09:20:00,20.6,,,67,14.2,,,,,,15.9,20.7,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 09:30:00,21.1,,,65,14.3,,,,,,15.9,21.1,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 09:40:00,21.3,,,65,14.4,,,,,,15.9,21.3,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 09:50:00,21.1,,,67,14.7,,,,,,15.9,21.3,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 10:00:00,21.1,,,66,14.5,,,,,,15.9,21.3,0,0,0,0,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 10:10:00,21.6,,,67,15.1,,,,,,15.9,21.6,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 10:20:00,21.4,,,65,14.6,,,,,,15.9,21.6,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 10:30:00,21.5,,,66,14.9,,,,,,15.9,21.6,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
STATIC0311,2024-08-24 10:40:00,21.8,,,66,15.1,,,,,,15.9,21.8,,,,,,,,,,,,,,@@@35.1@@@7.5,weatherlink
