station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0300,2024-08-05 00:30:00,14.6,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 00:40:00,14.5,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 00:50:00,14.2,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 01:00:00,14.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 01:10:00,14,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 01:20:00,14,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 01:30:00,14.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 01:40:00,14.1,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 01:50:00,14.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 02:00:00,14,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 02:10:00,13.8,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 02:20:00,13.6,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 02:30:00,13.4,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 02:40:00,13.3,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 02:50:00,12.9,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 03:00:00,12.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 03:10:00,12.7,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 03:20:00,12.3,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 03:30:00,11.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 03:40:00,10.7,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 03:50:00,10.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 04:00:00,10,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 04:10:00,9.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 04:20:00,8.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 04:30:00,7.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":40.74},liveobjects
STATIC0300,2024-08-05 04:40:00,7.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 04:50:00,7.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 05:00:00,7.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 05:10:00,8.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 05:20:00,10,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 05:30:00,9.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 05:40:00,11.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 05:50:00,12.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 06:00:00,13.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 06:10:00,13.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 06:20:00,14.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 06:30:00,14.7,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 06:40:00,15.4,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 07:00:00,16.7,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 07:10:00,17,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 07:20:00,17,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 07:30:00,17.6,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 07:40:00,17.9,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 07:50:00,18.4,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 08:00:00,18.8,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 08:10:00,19,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 08:20:00,19.7,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 08:30:00,20,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 08:40:00,20.1,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 08:50:00,20.9,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 09:00:00,21,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 09:10:00,21.3,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 09:20:00,21.4,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 09:30:00,21.5,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 09:40:00,21.6,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 09:50:00,22.2,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 10:00:00,23,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 10:10:00,23.3,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 10:20:00,23.5,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 10:30:00,23.9,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 10:40:00,23.2,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 10:50:00,23.5,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 11:00:00,23.7,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 11:10:00,23.9,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 11:20:00,24.5,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 11:30:00,24.8,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 11:40:00,24.7,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.56},liveobjects
STATIC0300,2024-08-05 11:50:00,24.9,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 12:00:00,25.1,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 12:10:00,25.3,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 12:20:00,25.4,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 12:30:00,25.4,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 12:40:00,25.4,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 12:50:00,25.7,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 13:00:00,25.8,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 13:10:00,26.1,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 13:20:00,26,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 13:30:00,26.5,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":40.56},liveobjects
STATIC0300,2024-08-05 13:40:00,26.2,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.56},liveobjects
STATIC0300,2024-08-05 13:50:00,26.4,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":40.56},liveobjects
STATIC0300,2024-08-05 14:00:00,26.3,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.56},liveobjects
STATIC0300,2024-08-05 14:10:00,26.6,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 14:20:00,26.7,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 14:30:00,26.8,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.56},liveobjects
STATIC0300,2024-08-05 14:40:00,26.3,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.56},liveobjects
STATIC0300,2024-08-05 14:50:00,26.7,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.56},liveobjects
STATIC0300,2024-08-05 15:00:00,26.7,,,44,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 15:10:00,26.6,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 15:20:00,26.7,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 15:30:00,26.4,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 15:40:00,26.9,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.56},liveobjects
STATIC0300,2024-08-05 15:50:00,26.5,,,45,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 16:00:00,27.1,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 16:10:00,26.8,,,43,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 16:20:00,26.5,,,42,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 16:30:00,26.2,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 16:40:00,26.1,,,45,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 16:50:00,25.8,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 17:00:00,25.5,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 17:10:00,25.3,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 17:20:00,25,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 17:30:00,24.8,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 17:40:00,24.7,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 17:50:00,24.4,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 18:00:00,24.1,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 18:10:00,23.8,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 18:20:00,23.6,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 18:30:00,21.9,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 18:50:00,18.5,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 19:00:00,17,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 19:10:00,15.5,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 19:20:00,14.7,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 19:30:00,14.5,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 19:40:00,14.1,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 19:50:00,13.5,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 20:00:00,12.8,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 20:10:00,12.4,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 20:20:00,12,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 20:30:00,11.7,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 20:40:00,10.9,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 20:50:00,10.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 21:00:00,10.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 21:10:00,10,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 21:20:00,10,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 21:30:00,9.1,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 21:40:00,8.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 21:50:00,8.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 22:00:00,9.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 22:10:00,7.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 22:20:00,8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 22:30:00,7.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 22:40:00,7.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 22:50:00,7.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 23:00:00,7.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 23:10:00,6.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 23:20:00,7.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 23:30:00,7.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-97,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-05 23:40:00,7.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-05 23:50:00,6.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-06 00:00:00,6.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 00:10:00,7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 00:20:00,7.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 00:30:00,6.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 00:40:00,6.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 00:50:00,6.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-98,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 01:00:00,6.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 01:10:00,6.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 01:20:00,6.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 01:30:00,5.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 01:40:00,6.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 01:50:00,6.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 02:00:00,5.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 02:10:00,5.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 02:20:00,6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 02:30:00,5.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-06 02:40:00,6.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 02:50:00,6.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-06 03:00:00,6.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 03:10:00,6.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-06 03:20:00,7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.68},liveobjects
STATIC0300,2024-08-06 03:30:00,7.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-06 03:40:00,6.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-06 03:50:00,7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":40.62},liveobjects
STATIC0300,2024-08-06 04:00:00,6.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":40.68},liveobjects
