station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000UO,2024-11-29 12:40:00,1.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-29 12:50:00,1.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 13:00:00,2.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-29 13:10:00,2.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-29 13:20:00,2.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-29 13:30:00,2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-29 13:40:00,2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-29 13:50:00,2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 14:00:00,2.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 14:10:00,2.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 14:30:00,1.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 14:40:00,1.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-29 15:00:00,1.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 15:30:00,1.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-29 15:40:00,1.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 15:50:00,1.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-29 16:00:00,1.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 16:10:00,1.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 16:20:00,1.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-29 16:30:00,1.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-29 16:40:00,1.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 16:50:00,1.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 17:00:00,1.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 17:10:00,1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 17:20:00,0.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 17:30:00,0.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 17:40:00,0.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 17:50:00,0.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 18:00:00,0.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-29 18:10:00,0.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-29 18:20:00,0.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 18:30:00,0.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 18:40:00,0.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-11-29 18:50:00,0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-29 19:00:00,0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 19:10:00,0.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 19:20:00,0.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 19:30:00,0.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-29 19:40:00,0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 19:50:00,0.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 20:00:00,0.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 20:10:00,0.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 20:30:00,0.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 20:40:00,0.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 20:50:00,0.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 21:00:00,0.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 21:20:00,0.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 21:40:00,0.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 21:50:00,0.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 22:00:00,0.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 22:10:00,0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 22:20:00,0.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 22:30:00,0.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 22:40:00,0.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 23:00:00,0.2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 23:10:00,0,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-29 23:20:00,-0.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-29 23:30:00,-0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 23:40:00,-0.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-29 23:50:00,-0.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 00:00:00,-0.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 00:10:00,-0.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 00:20:00,-0.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 00:30:00,-0.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 00:40:00,-0.2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 00:50:00,-0.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 01:00:00,-0.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 01:10:00,-0.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 01:20:00,-0.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 01:30:00,-0.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 01:40:00,-0.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 01:50:00,-0.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 02:00:00,-0.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 02:10:00,-0.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 02:20:00,-0.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 02:30:00,-0.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 02:40:00,-1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 02:50:00,-1.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-30 03:00:00,-1.2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 03:10:00,-1.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 03:30:00,-1.4,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 03:40:00,-1.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 03:50:00,-1.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 04:00:00,-1.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 04:20:00,-1.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 04:40:00,-1.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 04:50:00,-2.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 05:00:00,-2.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 05:10:00,-2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 05:20:00,-2.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-30 05:30:00,-2.2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-30 05:40:00,-2.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 05:50:00,-1.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 06:00:00,-1.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 06:10:00,-1.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-30 06:20:00,-1.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 06:30:00,-1.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 06:40:00,-1.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 06:50:00,-1.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 07:00:00,-1.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 07:10:00,-2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 07:20:00,-2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 07:30:00,-2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 07:40:00,-2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 07:50:00,-1.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-30 08:00:00,-1.8,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 08:10:00,-1.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 08:30:00,-1.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 08:40:00,-1.3,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 08:50:00,-1.1,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 09:00:00,-0.9,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 09:10:00,-0.7,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 09:20:00,-0.5,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 09:30:00,-0.2,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 09:40:00,0,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 09:50:00,0.2,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 10:00:00,1.6,,,100,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 10:10:00,1.9,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 10:20:00,2.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 10:30:00,2.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 10:40:00,2.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.06},liveobjects
000UO,2024-11-30 10:50:00,2.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 11:00:00,3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 11:10:00,2.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 11:20:00,3,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 11:30:00,3.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 11:40:00,3.4,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 11:50:00,3.6,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-11-30 12:00:00,4,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 12:10:00,4.3,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 12:20:00,4.5,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 12:30:00,4.7,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 12:40:00,5.1,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 12:50:00,5.2,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 13:10:00,5.1,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 13:20:00,5,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 13:30:00,4.7,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 13:40:00,4.6,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-102,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-11-30 13:50:00,4.4,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-11-30 14:00:00,4.3,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 14:10:00,4.2,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 14:30:00,3.4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.03},liveobjects
000UO,2024-11-30 14:50:00,2.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 15:00:00,1.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 15:10:00,1.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 15:20:00,1.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 15:30:00,1.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 15:40:00,1.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 15:50:00,1.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 16:00:00,1.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 16:20:00,1.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 16:30:00,1.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 16:40:00,1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 16:50:00,0.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 17:00:00,0.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 17:10:00,0.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 17:20:00,0.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 17:30:00,0.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 17:40:00,0.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 17:50:00,0.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 18:00:00,0.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 18:10:00,0.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 18:20:00,0.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-30 18:30:00,0.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 18:40:00,0.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-11-30 18:50:00,0.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 19:00:00,0.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 19:10:00,0.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 19:20:00,0,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-11-30 19:30:00,0,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":36.01},liveobjects
